id,skill_set,subcategory 
2092,"('javascript', 'java', 'desktop-application')",Desktop Application
2093,"('javascript', 'c++', 'react-js')","Web Development
"
2094,"('javascript', 'c++', 'react-js')","HTML / CSS
"
2095,"('javascript', 'c++', 'react-js')","Mobile Application
"
2096,"('javascript', 'c++', 'react-js')","Technical Support
"
2097,"('javascript', 'c++', 'react-js')","Wordpress
"
2098,"('javascript', 'c++', 'react-js')","Ecommerce
"
2099,"('javascript', 'c++', 'react-js')",Desktop Application
2100,"('javascript', 'c++', 'react-native')","Web Development
"
2101,"('javascript', 'c++', 'react-native')","HTML / CSS
"
2102,"('javascript', 'c++', 'react-native')","Mobile Application
"
2103,"('javascript', 'c++', 'react-native')","Technical Support
"
2104,"('javascript', 'c++', 'react-native')","Wordpress
"
2105,"('javascript', 'c++', 'react-native')","Ecommerce
"
2106,"('javascript', 'c++', 'react-native')",Desktop Application
2107,"('javascript', 'c++', 'wordpress')","Web Development
"
2108,"('javascript', 'c++', 'wordpress')","HTML / CSS
"
2109,"('javascript', 'c++', 'wordpress')","Mobile Application
"
2110,"('javascript', 'c++', 'wordpress')","Technical Support
"
2111,"('javascript', 'c++', 'wordpress')","Wordpress
"
2112,"('javascript', 'c++', 'wordpress')","Ecommerce
"
2113,"('javascript', 'c++', 'wordpress')",Desktop Application
2114,"('javascript', 'c++', 'php')","Web Development
"
2115,"('javascript', 'c++', 'php')","HTML / CSS
"
2116,"('javascript', 'c++', 'php')","Mobile Application
"
2117,"('javascript', 'c++', 'php')","Technical Support
"
2118,"('javascript', 'c++', 'php')","Wordpress
"
2119,"('javascript', 'c++', 'php')","Ecommerce
"
2120,"('javascript', 'c++', 'php')",Desktop Application
2121,"('javascript', 'c++', 'ios')","Web Development
"
2122,"('javascript', 'c++', 'ios')","HTML / CSS
"
2123,"('javascript', 'c++', 'ios')","Mobile Application
"
2124,"('javascript', 'c++', 'ios')","Technical Support
"
2125,"('javascript', 'c++', 'ios')","Wordpress
"
2126,"('javascript', 'c++', 'ios')","Ecommerce
"
2127,"('javascript', 'c++', 'ios')",Desktop Application
2128,"('javascript', 'c++', 'android')","Web Development
"
2129,"('javascript', 'c++', 'android')","HTML / CSS
"
2130,"('javascript', 'c++', 'android')","Mobile Application
"
2131,"('javascript', 'c++', 'android')","Technical Support
"
2132,"('javascript', 'c++', 'android')","Wordpress
"
2133,"('javascript', 'c++', 'android')","Ecommerce
"
2134,"('javascript', 'c++', 'android')",Desktop Application
2135,"('javascript', 'c++', 'data-science')","Web Development
"
2136,"('javascript', 'c++', 'data-science')","HTML / CSS
"
2137,"('javascript', 'c++', 'data-science')","Mobile Application
"
2138,"('javascript', 'c++', 'data-science')","Technical Support
"
2139,"('javascript', 'c++', 'data-science')","Wordpress
"
2140,"('javascript', 'c++', 'data-science')","Ecommerce
"
2141,"('javascript', 'c++', 'data-science')",Desktop Application
2142,"('javascript', 'c++', 'spring')","Web Development
"
2143,"('javascript', 'c++', 'spring')","HTML / CSS
"
2144,"('javascript', 'c++', 'spring')","Mobile Application
"
2145,"('javascript', 'c++', 'spring')","Technical Support
"
2146,"('javascript', 'c++', 'spring')","Wordpress
"
2147,"('javascript', 'c++', 'spring')","Ecommerce
"
2148,"('javascript', 'c++', 'spring')",Desktop Application
2149,"('javascript', 'c++', 'java')","Web Development
"
2150,"('javascript', 'c++', 'java')","HTML / CSS
"
2151,"('javascript', 'c++', 'java')","Mobile Application
"
2152,"('javascript', 'c++', 'java')","Technical Support
"
2153,"('javascript', 'c++', 'java')","Wordpress
"
2154,"('javascript', 'c++', 'java')","Ecommerce
"
2155,"('javascript', 'c++', 'java')",Desktop Application
2156,"('javascript', 'c++', '.NET')","Web Development
"
2157,"('javascript', 'c++', '.NET')","HTML / CSS
"
2158,"('javascript', 'c++', '.NET')","Mobile Application
"
2159,"('javascript', 'c++', '.NET')","Technical Support
"
2160,"('javascript', 'c++', '.NET')","Wordpress
"
2161,"('javascript', 'c++', '.NET')","Ecommerce
"
2162,"('javascript', 'c++', '.NET')",Desktop Application
2163,"('javascript', 'c++', 'html')","Web Development
"
2164,"('javascript', 'c++', 'html')","HTML / CSS
"
2165,"('javascript', 'c++', 'html')","Mobile Application
"
2166,"('javascript', 'c++', 'html')","Technical Support
"
2167,"('javascript', 'c++', 'html')","Wordpress
"
2168,"('javascript', 'c++', 'html')","Ecommerce
"
2169,"('javascript', 'c++', 'html')",Desktop Application
2170,"('javascript', 'c++', 'css')","Web Development
"
2171,"('javascript', 'c++', 'css')","HTML / CSS
"
2172,"('javascript', 'c++', 'css')","Mobile Application
"
2173,"('javascript', 'c++', 'css')","Technical Support
"
2174,"('javascript', 'c++', 'css')","Wordpress
"
2175,"('javascript', 'c++', 'css')","Ecommerce
"
2176,"('javascript', 'c++', 'css')",Desktop Application
2177,"('javascript', 'c++', 'desktop-application')","Web Development
"
2178,"('javascript', 'c++', 'desktop-application')","HTML / CSS
"
2179,"('javascript', 'c++', 'desktop-application')","Mobile Application
"
2180,"('javascript', 'c++', 'desktop-application')","Technical Support
"
2181,"('javascript', 'c++', 'desktop-application')","Wordpress
"
2182,"('javascript', 'c++', 'desktop-application')","Ecommerce
"
2183,"('javascript', 'c++', 'desktop-application')",Desktop Application
2184,"('javascript', '.NET', 'react-js')","Web Development
"
2185,"('javascript', '.NET', 'react-js')","HTML / CSS
"
2186,"('javascript', '.NET', 'react-js')","Mobile Application
"
2187,"('javascript', '.NET', 'react-js')","Technical Support
"
2188,"('javascript', '.NET', 'react-js')","Wordpress
"
2189,"('javascript', '.NET', 'react-js')","Ecommerce
"
2190,"('javascript', '.NET', 'react-js')",Desktop Application
2191,"('javascript', '.NET', 'react-native')","Web Development
"
2192,"('javascript', '.NET', 'react-native')","HTML / CSS
"
2193,"('javascript', '.NET', 'react-native')","Mobile Application
"
2194,"('javascript', '.NET', 'react-native')","Technical Support
"
2195,"('javascript', '.NET', 'react-native')","Wordpress
"
2196,"('javascript', '.NET', 'react-native')","Ecommerce
"
2197,"('javascript', '.NET', 'react-native')",Desktop Application
2198,"('javascript', '.NET', 'wordpress')","Web Development
"
2199,"('javascript', '.NET', 'wordpress')","HTML / CSS
"
2200,"('javascript', '.NET', 'wordpress')","Mobile Application
"
2201,"('javascript', '.NET', 'wordpress')","Technical Support
"
2202,"('javascript', '.NET', 'wordpress')","Wordpress
"
2203,"('javascript', '.NET', 'wordpress')","Ecommerce
"
2204,"('javascript', '.NET', 'wordpress')",Desktop Application
2205,"('javascript', '.NET', 'php')","Web Development
"
2206,"('javascript', '.NET', 'php')","HTML / CSS
"
2207,"('javascript', '.NET', 'php')","Mobile Application
"
2208,"('javascript', '.NET', 'php')","Technical Support
"
2209,"('javascript', '.NET', 'php')","Wordpress
"
2210,"('javascript', '.NET', 'php')","Ecommerce
"
2211,"('javascript', '.NET', 'php')",Desktop Application
2212,"('javascript', '.NET', 'ios')","Web Development
"
2213,"('javascript', '.NET', 'ios')","HTML / CSS
"
2214,"('javascript', '.NET', 'ios')","Mobile Application
"
2215,"('javascript', '.NET', 'ios')","Technical Support
"
2216,"('javascript', '.NET', 'ios')","Wordpress
"
2217,"('javascript', '.NET', 'ios')","Ecommerce
"
2218,"('javascript', '.NET', 'ios')",Desktop Application
2219,"('javascript', '.NET', 'android')","Web Development
"
2220,"('javascript', '.NET', 'android')","HTML / CSS
"
2221,"('javascript', '.NET', 'android')","Mobile Application
"
2222,"('javascript', '.NET', 'android')","Technical Support
"
2223,"('javascript', '.NET', 'android')","Wordpress
"
2224,"('javascript', '.NET', 'android')","Ecommerce
"
2225,"('javascript', '.NET', 'android')",Desktop Application
2226,"('javascript', '.NET', 'data-science')","Web Development
"
2227,"('javascript', '.NET', 'data-science')","HTML / CSS
"
2228,"('javascript', '.NET', 'data-science')","Mobile Application
"
2229,"('javascript', '.NET', 'data-science')","Technical Support
"
2230,"('javascript', '.NET', 'data-science')","Wordpress
"
2231,"('javascript', '.NET', 'data-science')","Ecommerce
"
2232,"('javascript', '.NET', 'data-science')",Desktop Application
2233,"('javascript', '.NET', 'spring')","Web Development
"
2234,"('javascript', '.NET', 'spring')","HTML / CSS
"
2235,"('javascript', '.NET', 'spring')","Mobile Application
"
2236,"('javascript', '.NET', 'spring')","Technical Support
"
2237,"('javascript', '.NET', 'spring')","Wordpress
"
2238,"('javascript', '.NET', 'spring')","Ecommerce
"
2239,"('javascript', '.NET', 'spring')",Desktop Application
2240,"('javascript', '.NET', 'java')","Web Development
"
2241,"('javascript', '.NET', 'java')","HTML / CSS
"
2242,"('javascript', '.NET', 'java')","Mobile Application
"
2243,"('javascript', '.NET', 'java')","Technical Support
"
2244,"('javascript', '.NET', 'java')","Wordpress
"
2245,"('javascript', '.NET', 'java')","Ecommerce
"
2246,"('javascript', '.NET', 'java')",Desktop Application
2247,"('javascript', '.NET', 'c++')","Web Development
"
2248,"('javascript', '.NET', 'c++')","HTML / CSS
"
2249,"('javascript', '.NET', 'c++')","Mobile Application
"
2250,"('javascript', '.NET', 'c++')","Technical Support
"
2251,"('javascript', '.NET', 'c++')","Wordpress
"
2252,"('javascript', '.NET', 'c++')","Ecommerce
"
2253,"('javascript', '.NET', 'c++')",Desktop Application
2254,"('javascript', '.NET', 'html')","Web Development
"
2255,"('javascript', '.NET', 'html')","HTML / CSS
"
2256,"('javascript', '.NET', 'html')","Mobile Application
"
2257,"('javascript', '.NET', 'html')","Technical Support
"
2258,"('javascript', '.NET', 'html')","Wordpress
"
2259,"('javascript', '.NET', 'html')","Ecommerce
"
2260,"('javascript', '.NET', 'html')",Desktop Application
2261,"('javascript', '.NET', 'css')","Web Development
"
2262,"('javascript', '.NET', 'css')","HTML / CSS
"
2263,"('javascript', '.NET', 'css')","Mobile Application
"
2264,"('javascript', '.NET', 'css')","Technical Support
"
2265,"('javascript', '.NET', 'css')","Wordpress
"
2266,"('javascript', '.NET', 'css')","Ecommerce
"
2267,"('javascript', '.NET', 'css')",Desktop Application
2268,"('javascript', '.NET', 'desktop-application')","Web Development
"
2269,"('javascript', '.NET', 'desktop-application')","HTML / CSS
"
2270,"('javascript', '.NET', 'desktop-application')","Mobile Application
"
2271,"('javascript', '.NET', 'desktop-application')","Technical Support
"
2272,"('javascript', '.NET', 'desktop-application')","Wordpress
"
2273,"('javascript', '.NET', 'desktop-application')","Ecommerce
"
2274,"('javascript', '.NET', 'desktop-application')",Desktop Application
2275,"('javascript', 'html', 'react-js')","Web Development
"
2276,"('javascript', 'html', 'react-js')","HTML / CSS
"
2277,"('javascript', 'html', 'react-js')","Mobile Application
"
2278,"('javascript', 'html', 'react-js')","Technical Support
"
2279,"('javascript', 'html', 'react-js')","Wordpress
"
2280,"('javascript', 'html', 'react-js')","Ecommerce
"
2281,"('javascript', 'html', 'react-js')",Desktop Application
2282,"('javascript', 'html', 'react-native')","Web Development
"
2283,"('javascript', 'html', 'react-native')","HTML / CSS
"
2284,"('javascript', 'html', 'react-native')","Mobile Application
"
2285,"('javascript', 'html', 'react-native')","Technical Support
"
2286,"('javascript', 'html', 'react-native')","Wordpress
"
2287,"('javascript', 'html', 'react-native')","Ecommerce
"
2288,"('javascript', 'html', 'react-native')",Desktop Application
2289,"('javascript', 'html', 'wordpress')","Web Development
"
2290,"('javascript', 'html', 'wordpress')","HTML / CSS
"
2291,"('javascript', 'html', 'wordpress')","Mobile Application
"
2292,"('javascript', 'html', 'wordpress')","Technical Support
"
2293,"('javascript', 'html', 'wordpress')","Wordpress
"
2294,"('javascript', 'html', 'wordpress')","Ecommerce
"
2295,"('javascript', 'html', 'wordpress')",Desktop Application
2296,"('javascript', 'html', 'php')","Web Development
"
2297,"('javascript', 'html', 'php')","HTML / CSS
"
2298,"('javascript', 'html', 'php')","Mobile Application
"
2299,"('javascript', 'html', 'php')","Technical Support
"
2300,"('javascript', 'html', 'php')","Wordpress
"
2301,"('javascript', 'html', 'php')","Ecommerce
"
2302,"('javascript', 'html', 'php')",Desktop Application
2303,"('javascript', 'html', 'ios')","Web Development
"
2304,"('javascript', 'html', 'ios')","HTML / CSS
"
2305,"('javascript', 'html', 'ios')","Mobile Application
"
2306,"('javascript', 'html', 'ios')","Technical Support
"
2307,"('javascript', 'html', 'ios')","Wordpress
"
2308,"('javascript', 'html', 'ios')","Ecommerce
"
2309,"('javascript', 'html', 'ios')",Desktop Application
2310,"('javascript', 'html', 'android')","Web Development
"
2311,"('javascript', 'html', 'android')","HTML / CSS
"
2312,"('javascript', 'html', 'android')","Mobile Application
"
2313,"('javascript', 'html', 'android')","Technical Support
"
2314,"('javascript', 'html', 'android')","Wordpress
"
2315,"('javascript', 'html', 'android')","Ecommerce
"
2316,"('javascript', 'html', 'android')",Desktop Application
2317,"('javascript', 'html', 'data-science')","Web Development
"
2318,"('javascript', 'html', 'data-science')","HTML / CSS
"
2319,"('javascript', 'html', 'data-science')","Mobile Application
"
2320,"('javascript', 'html', 'data-science')","Technical Support
"
2321,"('javascript', 'html', 'data-science')","Wordpress
"
2322,"('javascript', 'html', 'data-science')","Ecommerce
"
2323,"('javascript', 'html', 'data-science')",Desktop Application
2324,"('javascript', 'html', 'spring')","Web Development
"
2325,"('javascript', 'html', 'spring')","HTML / CSS
"
2326,"('javascript', 'html', 'spring')","Mobile Application
"
2327,"('javascript', 'html', 'spring')","Technical Support
"
2328,"('javascript', 'html', 'spring')","Wordpress
"
2329,"('javascript', 'html', 'spring')","Ecommerce
"
2330,"('javascript', 'html', 'spring')",Desktop Application
2331,"('javascript', 'html', 'java')","Web Development
"
2332,"('javascript', 'html', 'java')","HTML / CSS
"
2333,"('javascript', 'html', 'java')","Mobile Application
"
2334,"('javascript', 'html', 'java')","Technical Support
"
2335,"('javascript', 'html', 'java')","Wordpress
"
2336,"('javascript', 'html', 'java')","Ecommerce
"
2337,"('javascript', 'html', 'java')",Desktop Application
2338,"('javascript', 'html', 'c++')","Web Development
"
2339,"('javascript', 'html', 'c++')","HTML / CSS
"
2340,"('javascript', 'html', 'c++')","Mobile Application
"
2341,"('javascript', 'html', 'c++')","Technical Support
"
2342,"('javascript', 'html', 'c++')","Wordpress
"
2343,"('javascript', 'html', 'c++')","Ecommerce
"
2344,"('javascript', 'html', 'c++')",Desktop Application
2345,"('javascript', 'html', '.NET')","Web Development
"
2346,"('javascript', 'html', '.NET')","HTML / CSS
"
2347,"('javascript', 'html', '.NET')","Mobile Application
"
2348,"('javascript', 'html', '.NET')","Technical Support
"
2349,"('javascript', 'html', '.NET')","Wordpress
"
2350,"('javascript', 'html', '.NET')","Ecommerce
"
2351,"('javascript', 'html', '.NET')",Desktop Application
2352,"('javascript', 'html', 'css')","Web Development
"
2353,"('javascript', 'html', 'css')","HTML / CSS
"
2354,"('javascript', 'html', 'css')","Mobile Application
"
2355,"('javascript', 'html', 'css')","Technical Support
"
2356,"('javascript', 'html', 'css')","Wordpress
"
2357,"('javascript', 'html', 'css')","Ecommerce
"
2358,"('javascript', 'html', 'css')",Desktop Application
2359,"('javascript', 'html', 'desktop-application')","Web Development
"
2360,"('javascript', 'html', 'desktop-application')","HTML / CSS
"
2361,"('javascript', 'html', 'desktop-application')","Mobile Application
"
2362,"('javascript', 'html', 'desktop-application')","Technical Support
"
2363,"('javascript', 'html', 'desktop-application')","Wordpress
"
2364,"('javascript', 'html', 'desktop-application')","Ecommerce
"
2365,"('javascript', 'html', 'desktop-application')",Desktop Application
2366,"('javascript', 'css', 'react-js')","Web Development
"
2367,"('javascript', 'css', 'react-js')","HTML / CSS
"
2368,"('javascript', 'css', 'react-js')","Mobile Application
"
2369,"('javascript', 'css', 'react-js')","Technical Support
"
2370,"('javascript', 'css', 'react-js')","Wordpress
"
2371,"('javascript', 'css', 'react-js')","Ecommerce
"
2372,"('javascript', 'css', 'react-js')",Desktop Application
2373,"('javascript', 'css', 'react-native')","Web Development
"
2374,"('javascript', 'css', 'react-native')","HTML / CSS
"
2375,"('javascript', 'css', 'react-native')","Mobile Application
"
2376,"('javascript', 'css', 'react-native')","Technical Support
"
2377,"('javascript', 'css', 'react-native')","Wordpress
"
2378,"('javascript', 'css', 'react-native')","Ecommerce
"
2379,"('javascript', 'css', 'react-native')",Desktop Application
2380,"('javascript', 'css', 'wordpress')","Web Development
"
2381,"('javascript', 'css', 'wordpress')","HTML / CSS
"
2382,"('javascript', 'css', 'wordpress')","Mobile Application
"
2383,"('javascript', 'css', 'wordpress')","Technical Support
"
2384,"('javascript', 'css', 'wordpress')","Wordpress
"
2385,"('javascript', 'css', 'wordpress')","Ecommerce
"
2386,"('javascript', 'css', 'wordpress')",Desktop Application
2387,"('javascript', 'css', 'php')","Web Development
"
2388,"('javascript', 'css', 'php')","HTML / CSS
"
2389,"('javascript', 'css', 'php')","Mobile Application
"
2390,"('javascript', 'css', 'php')","Technical Support
"
2391,"('javascript', 'css', 'php')","Wordpress
"
2392,"('javascript', 'css', 'php')","Ecommerce
"
2393,"('javascript', 'css', 'php')",Desktop Application
2394,"('javascript', 'css', 'ios')","Web Development
"
2395,"('javascript', 'css', 'ios')","HTML / CSS
"
2396,"('javascript', 'css', 'ios')","Mobile Application
"
2397,"('javascript', 'css', 'ios')","Technical Support
"
2398,"('javascript', 'css', 'ios')","Wordpress
"
2399,"('javascript', 'css', 'ios')","Ecommerce
"
2400,"('javascript', 'css', 'ios')",Desktop Application
2401,"('javascript', 'css', 'android')","Web Development
"
2402,"('javascript', 'css', 'android')","HTML / CSS
"
2403,"('javascript', 'css', 'android')","Mobile Application
"
2404,"('javascript', 'css', 'android')","Technical Support
"
2405,"('javascript', 'css', 'android')","Wordpress
"
2406,"('javascript', 'css', 'android')","Ecommerce
"
2407,"('javascript', 'css', 'android')",Desktop Application
2408,"('javascript', 'css', 'data-science')","Web Development
"
2409,"('javascript', 'css', 'data-science')","HTML / CSS
"
2410,"('javascript', 'css', 'data-science')","Mobile Application
"
2411,"('javascript', 'css', 'data-science')","Technical Support
"
2412,"('javascript', 'css', 'data-science')","Wordpress
"
2413,"('javascript', 'css', 'data-science')","Ecommerce
"
2414,"('javascript', 'css', 'data-science')",Desktop Application
2415,"('javascript', 'css', 'spring')","Web Development
"
2416,"('javascript', 'css', 'spring')","HTML / CSS
"
2417,"('javascript', 'css', 'spring')","Mobile Application
"
2418,"('javascript', 'css', 'spring')","Technical Support
"
2419,"('javascript', 'css', 'spring')","Wordpress
"
2420,"('javascript', 'css', 'spring')","Ecommerce
"
2421,"('javascript', 'css', 'spring')",Desktop Application
2422,"('javascript', 'css', 'java')","Web Development
"
2423,"('javascript', 'css', 'java')","HTML / CSS
"
2424,"('javascript', 'css', 'java')","Mobile Application
"
2425,"('javascript', 'css', 'java')","Technical Support
"
2426,"('javascript', 'css', 'java')","Wordpress
"
2427,"('javascript', 'css', 'java')","Ecommerce
"
2428,"('javascript', 'css', 'java')",Desktop Application
2429,"('javascript', 'css', 'c++')","Web Development
"
2430,"('javascript', 'css', 'c++')","HTML / CSS
"
2431,"('javascript', 'css', 'c++')","Mobile Application
"
2432,"('javascript', 'css', 'c++')","Technical Support
"
2433,"('javascript', 'css', 'c++')","Wordpress
"
2434,"('javascript', 'css', 'c++')","Ecommerce
"
2435,"('javascript', 'css', 'c++')",Desktop Application
2436,"('javascript', 'css', '.NET')","Web Development
"
2437,"('javascript', 'css', '.NET')","HTML / CSS
"
2438,"('javascript', 'css', '.NET')","Mobile Application
"
2439,"('javascript', 'css', '.NET')","Technical Support
"
2440,"('javascript', 'css', '.NET')","Wordpress
"
2441,"('javascript', 'css', '.NET')","Ecommerce
"
2442,"('javascript', 'css', '.NET')",Desktop Application
2443,"('javascript', 'css', 'html')","Web Development
"
2444,"('javascript', 'css', 'html')","HTML / CSS
"
2445,"('javascript', 'css', 'html')","Mobile Application
"
2446,"('javascript', 'css', 'html')","Technical Support
"
2447,"('javascript', 'css', 'html')","Wordpress
"
2448,"('javascript', 'css', 'html')","Ecommerce
"
2449,"('javascript', 'css', 'html')",Desktop Application
2450,"('javascript', 'css', 'desktop-application')","Web Development
"
2451,"('javascript', 'css', 'desktop-application')","HTML / CSS
"
2452,"('javascript', 'css', 'desktop-application')","Mobile Application
"
2453,"('javascript', 'css', 'desktop-application')","Technical Support
"
2454,"('javascript', 'css', 'desktop-application')","Wordpress
"
2455,"('javascript', 'css', 'desktop-application')","Ecommerce
"
2456,"('javascript', 'css', 'desktop-application')",Desktop Application
2457,"('javascript', 'desktop-application', 'react-js')","Web Development
"
2458,"('javascript', 'desktop-application', 'react-js')","HTML / CSS
"
2459,"('javascript', 'desktop-application', 'react-js')","Mobile Application
"
2460,"('javascript', 'desktop-application', 'react-js')","Technical Support
"
2461,"('javascript', 'desktop-application', 'react-js')","Wordpress
"
2462,"('javascript', 'desktop-application', 'react-js')","Ecommerce
"
2463,"('javascript', 'desktop-application', 'react-js')",Desktop Application
2464,"('javascript', 'desktop-application', 'react-native')","Web Development
"
2465,"('javascript', 'desktop-application', 'react-native')","HTML / CSS
"
2466,"('javascript', 'desktop-application', 'react-native')","Mobile Application
"
2467,"('javascript', 'desktop-application', 'react-native')","Technical Support
"
2468,"('javascript', 'desktop-application', 'react-native')","Wordpress
"
2469,"('javascript', 'desktop-application', 'react-native')","Ecommerce
"
2470,"('javascript', 'desktop-application', 'react-native')",Desktop Application
2471,"('javascript', 'desktop-application', 'wordpress')","Web Development
"
2472,"('javascript', 'desktop-application', 'wordpress')","HTML / CSS
"
2473,"('javascript', 'desktop-application', 'wordpress')","Mobile Application
"
2474,"('javascript', 'desktop-application', 'wordpress')","Technical Support
"
2475,"('javascript', 'desktop-application', 'wordpress')","Wordpress
"
2476,"('javascript', 'desktop-application', 'wordpress')","Ecommerce
"
2477,"('javascript', 'desktop-application', 'wordpress')",Desktop Application
2478,"('javascript', 'desktop-application', 'php')","Web Development
"
2479,"('javascript', 'desktop-application', 'php')","HTML / CSS
"
2480,"('javascript', 'desktop-application', 'php')","Mobile Application
"
2481,"('javascript', 'desktop-application', 'php')","Technical Support
"
2482,"('javascript', 'desktop-application', 'php')","Wordpress
"
2483,"('javascript', 'desktop-application', 'php')","Ecommerce
"
2484,"('javascript', 'desktop-application', 'php')",Desktop Application
2485,"('javascript', 'desktop-application', 'ios')","Web Development
"
2486,"('javascript', 'desktop-application', 'ios')","HTML / CSS
"
2487,"('javascript', 'desktop-application', 'ios')","Mobile Application
"
2488,"('javascript', 'desktop-application', 'ios')","Technical Support
"
2489,"('javascript', 'desktop-application', 'ios')","Wordpress
"
2490,"('javascript', 'desktop-application', 'ios')","Ecommerce
"
2491,"('javascript', 'desktop-application', 'ios')",Desktop Application
2492,"('javascript', 'desktop-application', 'android')","Web Development
"
2493,"('javascript', 'desktop-application', 'android')","HTML / CSS
"
2494,"('javascript', 'desktop-application', 'android')","Mobile Application
"
2495,"('javascript', 'desktop-application', 'android')","Technical Support
"
2496,"('javascript', 'desktop-application', 'android')","Wordpress
"
2497,"('javascript', 'desktop-application', 'android')","Ecommerce
"
2498,"('javascript', 'desktop-application', 'android')",Desktop Application
2499,"('javascript', 'desktop-application', 'data-science')","Web Development
"
2500,"('javascript', 'desktop-application', 'data-science')","HTML / CSS
"
2501,"('javascript', 'desktop-application', 'data-science')","Mobile Application
"
2502,"('javascript', 'desktop-application', 'data-science')","Technical Support
"
2503,"('javascript', 'desktop-application', 'data-science')","Wordpress
"
2504,"('javascript', 'desktop-application', 'data-science')","Ecommerce
"
2505,"('javascript', 'desktop-application', 'data-science')",Desktop Application
2506,"('javascript', 'desktop-application', 'spring')","Web Development
"
2507,"('javascript', 'desktop-application', 'spring')","HTML / CSS
"
2508,"('javascript', 'desktop-application', 'spring')","Mobile Application
"
2509,"('javascript', 'desktop-application', 'spring')","Technical Support
"
2510,"('javascript', 'desktop-application', 'spring')","Wordpress
"
2511,"('javascript', 'desktop-application', 'spring')","Ecommerce
"
2512,"('javascript', 'desktop-application', 'spring')",Desktop Application
2513,"('javascript', 'desktop-application', 'java')","Web Development
"
2514,"('javascript', 'desktop-application', 'java')","HTML / CSS
"
2515,"('javascript', 'desktop-application', 'java')","Mobile Application
"
2516,"('javascript', 'desktop-application', 'java')","Technical Support
"
2517,"('javascript', 'desktop-application', 'java')","Wordpress
"
2518,"('javascript', 'desktop-application', 'java')","Ecommerce
"
2519,"('javascript', 'desktop-application', 'java')",Desktop Application
2520,"('javascript', 'desktop-application', 'c++')","Web Development
"
2521,"('javascript', 'desktop-application', 'c++')","HTML / CSS
"
2522,"('javascript', 'desktop-application', 'c++')","Mobile Application
"
2523,"('javascript', 'desktop-application', 'c++')","Technical Support
"
2524,"('javascript', 'desktop-application', 'c++')","Wordpress
"
2525,"('javascript', 'desktop-application', 'c++')","Ecommerce
"
2526,"('javascript', 'desktop-application', 'c++')",Desktop Application
2527,"('javascript', 'desktop-application', '.NET')","Web Development
"
2528,"('javascript', 'desktop-application', '.NET')","HTML / CSS
"
2529,"('javascript', 'desktop-application', '.NET')","Mobile Application
"
2530,"('javascript', 'desktop-application', '.NET')","Technical Support
"
2531,"('javascript', 'desktop-application', '.NET')","Wordpress
"
2532,"('javascript', 'desktop-application', '.NET')","Ecommerce
"
2533,"('javascript', 'desktop-application', '.NET')",Desktop Application
2534,"('javascript', 'desktop-application', 'html')","Web Development
"
2535,"('javascript', 'desktop-application', 'html')","HTML / CSS
"
2536,"('javascript', 'desktop-application', 'html')","Mobile Application
"
2537,"('javascript', 'desktop-application', 'html')","Technical Support
"
2538,"('javascript', 'desktop-application', 'html')","Wordpress
"
2539,"('javascript', 'desktop-application', 'html')","Ecommerce
"
2540,"('javascript', 'desktop-application', 'html')",Desktop Application
2541,"('javascript', 'desktop-application', 'css')","Web Development
"
2542,"('javascript', 'desktop-application', 'css')","HTML / CSS
"
2543,"('javascript', 'desktop-application', 'css')","Mobile Application
"
2544,"('javascript', 'desktop-application', 'css')","Technical Support
"
2545,"('javascript', 'desktop-application', 'css')","Wordpress
"
2546,"('javascript', 'desktop-application', 'css')","Ecommerce
"
2547,"('javascript', 'desktop-application', 'css')",Desktop Application
2548,"('react-native', 'react-js', 'javascript')","Web Development
"
2549,"('react-native', 'react-js', 'javascript')","HTML / CSS
"
2550,"('react-native', 'react-js', 'javascript')","Mobile Application
"
2551,"('react-native', 'react-js', 'javascript')","Technical Support
"
2552,"('react-native', 'react-js', 'javascript')","Wordpress
"
2553,"('react-native', 'react-js', 'javascript')","Ecommerce
"
2554,"('react-native', 'react-js', 'javascript')",Desktop Application
2555,"('react-native', 'react-js', 'wordpress')","Web Development
"
2556,"('react-native', 'react-js', 'wordpress')","HTML / CSS
"
2557,"('react-native', 'react-js', 'wordpress')","Mobile Application
"
2558,"('react-native', 'react-js', 'wordpress')","Technical Support
"
2559,"('react-native', 'react-js', 'wordpress')","Wordpress
"
2560,"('react-native', 'react-js', 'wordpress')","Ecommerce
"
2561,"('react-native', 'react-js', 'wordpress')",Desktop Application
2562,"('react-native', 'react-js', 'php')","Web Development
"
2563,"('react-native', 'react-js', 'php')","HTML / CSS
"
2564,"('react-native', 'react-js', 'php')","Mobile Application
"
2565,"('react-native', 'react-js', 'php')","Technical Support
"
2566,"('react-native', 'react-js', 'php')","Wordpress
"
2567,"('react-native', 'react-js', 'php')","Ecommerce
"
2568,"('react-native', 'react-js', 'php')",Desktop Application
2569,"('react-native', 'react-js', 'ios')","Web Development
"
2570,"('react-native', 'react-js', 'ios')","HTML / CSS
"
2571,"('react-native', 'react-js', 'ios')","Mobile Application
"
2572,"('react-native', 'react-js', 'ios')","Technical Support
"
2573,"('react-native', 'react-js', 'ios')","Wordpress
"
2574,"('react-native', 'react-js', 'ios')","Ecommerce
"
2575,"('react-native', 'react-js', 'ios')",Desktop Application
2576,"('react-native', 'react-js', 'android')","Web Development
"
2577,"('react-native', 'react-js', 'android')","HTML / CSS
"
