id,skill_set,subcategory 
878,"('accounting', 'data-entry', 'telesale')","Accounting & Tax of Online shop
"
879,"('accounting', 'data-entry', 'telesale')","Online shop management
"
880,"('accounting', 'data-entry', 'telesale')","Call Center
"
881,"('accounting', 'data-entry', 'telesale')",Sale Representative
882,"('accounting', 'call-center', 'admin')","Page & Website Admin
"
883,"('accounting', 'call-center', 'admin')","Data Entry
"
884,"('accounting', 'call-center', 'admin')","Telesale
"
885,"('accounting', 'call-center', 'admin')","Accounting & Tax of Online shop
"
886,"('accounting', 'call-center', 'admin')","Online shop management
"
887,"('accounting', 'call-center', 'admin')","Call Center
"
888,"('accounting', 'call-center', 'admin')",Sale Representative
889,"('accounting', 'call-center', 'data-entry')","Page & Website Admin
"
890,"('accounting', 'call-center', 'data-entry')","Data Entry
"
891,"('accounting', 'call-center', 'data-entry')","Telesale
"
892,"('accounting', 'call-center', 'data-entry')","Accounting & Tax of Online shop
"
893,"('accounting', 'call-center', 'data-entry')","Online shop management
"
894,"('accounting', 'call-center', 'data-entry')","Call Center
"
895,"('accounting', 'call-center', 'data-entry')",Sale Representative
896,"('accounting', 'call-center', 'salesman')","Page & Website Admin
"
897,"('accounting', 'call-center', 'salesman')","Data Entry
"
898,"('accounting', 'call-center', 'salesman')","Telesale
"
899,"('accounting', 'call-center', 'salesman')","Accounting & Tax of Online shop
"
900,"('accounting', 'call-center', 'salesman')","Online shop management
"
901,"('accounting', 'call-center', 'salesman')","Call Center
"
902,"('accounting', 'call-center', 'salesman')",Sale Representative
903,"('accounting', 'call-center', 'website-admin')","Page & Website Admin
"
904,"('accounting', 'call-center', 'website-admin')","Data Entry
"
905,"('accounting', 'call-center', 'website-admin')","Telesale
"
906,"('accounting', 'call-center', 'website-admin')","Accounting & Tax of Online shop
"
907,"('accounting', 'call-center', 'website-admin')","Online shop management
"
908,"('accounting', 'call-center', 'website-admin')","Call Center
"
909,"('accounting', 'call-center', 'website-admin')",Sale Representative
910,"('accounting', 'call-center', 'tax')","Page & Website Admin
"
911,"('accounting', 'call-center', 'tax')","Data Entry
"
912,"('accounting', 'call-center', 'tax')","Telesale
"
913,"('accounting', 'call-center', 'tax')","Accounting & Tax of Online shop
"
914,"('accounting', 'call-center', 'tax')","Online shop management
"
915,"('accounting', 'call-center', 'tax')","Call Center
"
916,"('accounting', 'call-center', 'tax')",Sale Representative
917,"('accounting', 'call-center', 'shop-management')","Page & Website Admin
"
918,"('accounting', 'call-center', 'shop-management')","Data Entry
"
919,"('accounting', 'call-center', 'shop-management')","Telesale
"
920,"('accounting', 'call-center', 'shop-management')","Accounting & Tax of Online shop
"
921,"('accounting', 'call-center', 'shop-management')","Online shop management
"
922,"('accounting', 'call-center', 'shop-management')","Call Center
"
923,"('accounting', 'call-center', 'shop-management')",Sale Representative
924,"('accounting', 'call-center', 'telesale')","Page & Website Admin
"
925,"('accounting', 'call-center', 'telesale')","Data Entry
"
926,"('accounting', 'call-center', 'telesale')","Telesale
"
927,"('accounting', 'call-center', 'telesale')","Accounting & Tax of Online shop
"
928,"('accounting', 'call-center', 'telesale')","Online shop management
"
929,"('accounting', 'call-center', 'telesale')","Call Center
"
930,"('accounting', 'call-center', 'telesale')",Sale Representative
931,"('accounting', 'salesman', 'admin')","Page & Website Admin
"
932,"('accounting', 'salesman', 'admin')","Data Entry
"
933,"('accounting', 'salesman', 'admin')","Telesale
"
934,"('accounting', 'salesman', 'admin')","Accounting & Tax of Online shop
"
935,"('accounting', 'salesman', 'admin')","Online shop management
"
936,"('accounting', 'salesman', 'admin')","Call Center
"
937,"('accounting', 'salesman', 'admin')",Sale Representative
938,"('accounting', 'salesman', 'data-entry')","Page & Website Admin
"
939,"('accounting', 'salesman', 'data-entry')","Data Entry
"
940,"('accounting', 'salesman', 'data-entry')","Telesale
"
941,"('accounting', 'salesman', 'data-entry')","Accounting & Tax of Online shop
"
942,"('accounting', 'salesman', 'data-entry')","Online shop management
"
943,"('accounting', 'salesman', 'data-entry')","Call Center
"
944,"('accounting', 'salesman', 'data-entry')",Sale Representative
945,"('accounting', 'salesman', 'call-center')","Page & Website Admin
"
946,"('accounting', 'salesman', 'call-center')","Data Entry
"
947,"('accounting', 'salesman', 'call-center')","Telesale
"
948,"('accounting', 'salesman', 'call-center')","Accounting & Tax of Online shop
"
949,"('accounting', 'salesman', 'call-center')","Online shop management
"
950,"('accounting', 'salesman', 'call-center')","Call Center
"
951,"('accounting', 'salesman', 'call-center')",Sale Representative
952,"('accounting', 'salesman', 'website-admin')","Page & Website Admin
"
953,"('accounting', 'salesman', 'website-admin')","Data Entry
"
954,"('accounting', 'salesman', 'website-admin')","Telesale
"
955,"('accounting', 'salesman', 'website-admin')","Accounting & Tax of Online shop
"
956,"('accounting', 'salesman', 'website-admin')","Online shop management
"
957,"('accounting', 'salesman', 'website-admin')","Call Center
"
958,"('accounting', 'salesman', 'website-admin')",Sale Representative
959,"('accounting', 'salesman', 'tax')","Page & Website Admin
"
960,"('accounting', 'salesman', 'tax')","Data Entry
"
961,"('accounting', 'salesman', 'tax')","Telesale
"
962,"('accounting', 'salesman', 'tax')","Accounting & Tax of Online shop
"
963,"('accounting', 'salesman', 'tax')","Online shop management
"
964,"('accounting', 'salesman', 'tax')","Call Center
"
965,"('accounting', 'salesman', 'tax')",Sale Representative
966,"('accounting', 'salesman', 'shop-management')","Page & Website Admin
"
967,"('accounting', 'salesman', 'shop-management')","Data Entry
"
968,"('accounting', 'salesman', 'shop-management')","Telesale
"
969,"('accounting', 'salesman', 'shop-management')","Accounting & Tax of Online shop
"
970,"('accounting', 'salesman', 'shop-management')","Online shop management
"
971,"('accounting', 'salesman', 'shop-management')","Call Center
"
972,"('accounting', 'salesman', 'shop-management')",Sale Representative
973,"('accounting', 'salesman', 'telesale')","Page & Website Admin
"
974,"('accounting', 'salesman', 'telesale')","Data Entry
"
975,"('accounting', 'salesman', 'telesale')","Telesale
"
976,"('accounting', 'salesman', 'telesale')","Accounting & Tax of Online shop
"
977,"('accounting', 'salesman', 'telesale')","Online shop management
"
978,"('accounting', 'salesman', 'telesale')","Call Center
"
979,"('accounting', 'salesman', 'telesale')",Sale Representative
980,"('accounting', 'website-admin', 'admin')","Page & Website Admin
"
981,"('accounting', 'website-admin', 'admin')","Data Entry
"
982,"('accounting', 'website-admin', 'admin')","Telesale
"
983,"('accounting', 'website-admin', 'admin')","Accounting & Tax of Online shop
"
984,"('accounting', 'website-admin', 'admin')","Online shop management
"
985,"('accounting', 'website-admin', 'admin')","Call Center
"
986,"('accounting', 'website-admin', 'admin')",Sale Representative
987,"('accounting', 'website-admin', 'data-entry')","Page & Website Admin
"
988,"('accounting', 'website-admin', 'data-entry')","Data Entry
"
989,"('accounting', 'website-admin', 'data-entry')","Telesale
"
990,"('accounting', 'website-admin', 'data-entry')","Accounting & Tax of Online shop
"
991,"('accounting', 'website-admin', 'data-entry')","Online shop management
"
992,"('accounting', 'website-admin', 'data-entry')","Call Center
"
993,"('accounting', 'website-admin', 'data-entry')",Sale Representative
994,"('accounting', 'website-admin', 'call-center')","Page & Website Admin
"
995,"('accounting', 'website-admin', 'call-center')","Data Entry
"
996,"('accounting', 'website-admin', 'call-center')","Telesale
"
997,"('accounting', 'website-admin', 'call-center')","Accounting & Tax of Online shop
"
998,"('accounting', 'website-admin', 'call-center')","Online shop management
"
999,"('accounting', 'website-admin', 'call-center')","Call Center
"
1000,"('accounting', 'website-admin', 'call-center')",Sale Representative
1001,"('accounting', 'website-admin', 'salesman')","Page & Website Admin
"
1002,"('accounting', 'website-admin', 'salesman')","Data Entry
"
1003,"('accounting', 'website-admin', 'salesman')","Telesale
"
1004,"('accounting', 'website-admin', 'salesman')","Accounting & Tax of Online shop
"
1005,"('accounting', 'website-admin', 'salesman')","Online shop management
"
1006,"('accounting', 'website-admin', 'salesman')","Call Center
"
1007,"('accounting', 'website-admin', 'salesman')",Sale Representative
1008,"('accounting', 'website-admin', 'tax')","Page & Website Admin
"
1009,"('accounting', 'website-admin', 'tax')","Data Entry
"
1010,"('accounting', 'website-admin', 'tax')","Telesale
"
1011,"('accounting', 'website-admin', 'tax')","Accounting & Tax of Online shop
"
1012,"('accounting', 'website-admin', 'tax')","Online shop management
"
1013,"('accounting', 'website-admin', 'tax')","Call Center
"
1014,"('accounting', 'website-admin', 'tax')",Sale Representative
1015,"('accounting', 'website-admin', 'shop-management')","Page & Website Admin
"
1016,"('accounting', 'website-admin', 'shop-management')","Data Entry
"
1017,"('accounting', 'website-admin', 'shop-management')","Telesale
"
1018,"('accounting', 'website-admin', 'shop-management')","Accounting & Tax of Online shop
"
1019,"('accounting', 'website-admin', 'shop-management')","Online shop management
"
1020,"('accounting', 'website-admin', 'shop-management')","Call Center
"
1021,"('accounting', 'website-admin', 'shop-management')",Sale Representative
1022,"('accounting', 'website-admin', 'telesale')","Page & Website Admin
"
1023,"('accounting', 'website-admin', 'telesale')","Data Entry
"
1024,"('accounting', 'website-admin', 'telesale')","Telesale
"
1025,"('accounting', 'website-admin', 'telesale')","Accounting & Tax of Online shop
"
1026,"('accounting', 'website-admin', 'telesale')","Online shop management
"
1027,"('accounting', 'website-admin', 'telesale')","Call Center
"
1028,"('accounting', 'website-admin', 'telesale')",Sale Representative
1029,"('accounting', 'tax', 'admin')","Page & Website Admin
"
1030,"('accounting', 'tax', 'admin')","Data Entry
"
1031,"('accounting', 'tax', 'admin')","Telesale
"
1032,"('accounting', 'tax', 'admin')","Accounting & Tax of Online shop
"
1033,"('accounting', 'tax', 'admin')","Online shop management
"
1034,"('accounting', 'tax', 'admin')","Call Center
"
1035,"('accounting', 'tax', 'admin')",Sale Representative
1036,"('accounting', 'tax', 'data-entry')","Page & Website Admin
"
1037,"('accounting', 'tax', 'data-entry')","Data Entry
"
1038,"('accounting', 'tax', 'data-entry')","Telesale
"
1039,"('accounting', 'tax', 'data-entry')","Accounting & Tax of Online shop
"
1040,"('accounting', 'tax', 'data-entry')","Online shop management
"
1041,"('accounting', 'tax', 'data-entry')","Call Center
"
1042,"('accounting', 'tax', 'data-entry')",Sale Representative
1043,"('accounting', 'tax', 'call-center')","Page & Website Admin
"
1044,"('accounting', 'tax', 'call-center')","Data Entry
"
1045,"('accounting', 'tax', 'call-center')","Telesale
"
1046,"('accounting', 'tax', 'call-center')","Accounting & Tax of Online shop
"
1047,"('accounting', 'tax', 'call-center')","Online shop management
"
1048,"('accounting', 'tax', 'call-center')","Call Center
"
1049,"('accounting', 'tax', 'call-center')",Sale Representative
1050,"('accounting', 'tax', 'salesman')","Page & Website Admin
"
1051,"('accounting', 'tax', 'salesman')","Data Entry
"
1052,"('accounting', 'tax', 'salesman')","Telesale
"
1053,"('accounting', 'tax', 'salesman')","Accounting & Tax of Online shop
"
1054,"('accounting', 'tax', 'salesman')","Online shop management
"
1055,"('accounting', 'tax', 'salesman')","Call Center
"
1056,"('accounting', 'tax', 'salesman')",Sale Representative
1057,"('accounting', 'tax', 'website-admin')","Page & Website Admin
"
1058,"('accounting', 'tax', 'website-admin')","Data Entry
"
1059,"('accounting', 'tax', 'website-admin')","Telesale
"
1060,"('accounting', 'tax', 'website-admin')","Accounting & Tax of Online shop
"
1061,"('accounting', 'tax', 'website-admin')","Online shop management
"
1062,"('accounting', 'tax', 'website-admin')","Call Center
"
1063,"('accounting', 'tax', 'website-admin')",Sale Representative
1064,"('accounting', 'tax', 'shop-management')","Page & Website Admin
"
1065,"('accounting', 'tax', 'shop-management')","Data Entry
"
1066,"('accounting', 'tax', 'shop-management')","Telesale
"
1067,"('accounting', 'tax', 'shop-management')","Accounting & Tax of Online shop
"
1068,"('accounting', 'tax', 'shop-management')","Online shop management
"
1069,"('accounting', 'tax', 'shop-management')","Call Center
"
1070,"('accounting', 'tax', 'shop-management')",Sale Representative
1071,"('accounting', 'tax', 'telesale')","Page & Website Admin
"
1072,"('accounting', 'tax', 'telesale')","Data Entry
"
1073,"('accounting', 'tax', 'telesale')","Telesale
"
1074,"('accounting', 'tax', 'telesale')","Accounting & Tax of Online shop
"
1075,"('accounting', 'tax', 'telesale')","Online shop management
"
1076,"('accounting', 'tax', 'telesale')","Call Center
"
1077,"('accounting', 'tax', 'telesale')",Sale Representative
1078,"('accounting', 'shop-management', 'admin')","Page & Website Admin
"
1079,"('accounting', 'shop-management', 'admin')","Data Entry
"
1080,"('accounting', 'shop-management', 'admin')","Telesale
"
1081,"('accounting', 'shop-management', 'admin')","Accounting & Tax of Online shop
"
1082,"('accounting', 'shop-management', 'admin')","Online shop management
"
1083,"('accounting', 'shop-management', 'admin')","Call Center
"
1084,"('accounting', 'shop-management', 'admin')",Sale Representative
1085,"('accounting', 'shop-management', 'data-entry')","Page & Website Admin
"
1086,"('accounting', 'shop-management', 'data-entry')","Data Entry
"
1087,"('accounting', 'shop-management', 'data-entry')","Telesale
"
1088,"('accounting', 'shop-management', 'data-entry')","Accounting & Tax of Online shop
"
1089,"('accounting', 'shop-management', 'data-entry')","Online shop management
"
1090,"('accounting', 'shop-management', 'data-entry')","Call Center
"
1091,"('accounting', 'shop-management', 'data-entry')",Sale Representative
1092,"('accounting', 'shop-management', 'call-center')","Page & Website Admin
"
1093,"('accounting', 'shop-management', 'call-center')","Data Entry
"
1094,"('accounting', 'shop-management', 'call-center')","Telesale
"
1095,"('accounting', 'shop-management', 'call-center')","Accounting & Tax of Online shop
"
1096,"('accounting', 'shop-management', 'call-center')","Online shop management
"
1097,"('accounting', 'shop-management', 'call-center')","Call Center
"
1098,"('accounting', 'shop-management', 'call-center')",Sale Representative
1099,"('accounting', 'shop-management', 'salesman')","Page & Website Admin
"
1100,"('accounting', 'shop-management', 'salesman')","Data Entry
"
1101,"('accounting', 'shop-management', 'salesman')","Telesale
"
1102,"('accounting', 'shop-management', 'salesman')","Accounting & Tax of Online shop
"
1103,"('accounting', 'shop-management', 'salesman')","Online shop management
"
1104,"('accounting', 'shop-management', 'salesman')","Call Center
"
1105,"('accounting', 'shop-management', 'salesman')",Sale Representative
1106,"('accounting', 'shop-management', 'website-admin')","Page & Website Admin
"
1107,"('accounting', 'shop-management', 'website-admin')","Data Entry
"
1108,"('accounting', 'shop-management', 'website-admin')","Telesale
"
1109,"('accounting', 'shop-management', 'website-admin')","Accounting & Tax of Online shop
"
1110,"('accounting', 'shop-management', 'website-admin')","Online shop management
"
1111,"('accounting', 'shop-management', 'website-admin')","Call Center
"
1112,"('accounting', 'shop-management', 'website-admin')",Sale Representative
1113,"('accounting', 'shop-management', 'tax')","Page & Website Admin
"
1114,"('accounting', 'shop-management', 'tax')","Data Entry
"
1115,"('accounting', 'shop-management', 'tax')","Telesale
"
1116,"('accounting', 'shop-management', 'tax')","Accounting & Tax of Online shop
"
1117,"('accounting', 'shop-management', 'tax')","Online shop management
"
1118,"('accounting', 'shop-management', 'tax')","Call Center
"
1119,"('accounting', 'shop-management', 'tax')",Sale Representative
1120,"('accounting', 'shop-management', 'telesale')","Page & Website Admin
"
1121,"('accounting', 'shop-management', 'telesale')","Data Entry
"
1122,"('accounting', 'shop-management', 'telesale')","Telesale
"
1123,"('accounting', 'shop-management', 'telesale')","Accounting & Tax of Online shop
"
1124,"('accounting', 'shop-management', 'telesale')","Online shop management
"
1125,"('accounting', 'shop-management', 'telesale')","Call Center
"
1126,"('accounting', 'shop-management', 'telesale')",Sale Representative
1127,"('accounting', 'telesale', 'admin')","Page & Website Admin
"
1128,"('accounting', 'telesale', 'admin')","Data Entry
"
1129,"('accounting', 'telesale', 'admin')","Telesale
"
1130,"('accounting', 'telesale', 'admin')","Accounting & Tax of Online shop
"
1131,"('accounting', 'telesale', 'admin')","Online shop management
"
1132,"('accounting', 'telesale', 'admin')","Call Center
"
1133,"('accounting', 'telesale', 'admin')",Sale Representative
1134,"('accounting', 'telesale', 'data-entry')","Page & Website Admin
"
1135,"('accounting', 'telesale', 'data-entry')","Data Entry
"
1136,"('accounting', 'telesale', 'data-entry')","Telesale
"
1137,"('accounting', 'telesale', 'data-entry')","Accounting & Tax of Online shop
"
1138,"('accounting', 'telesale', 'data-entry')","Online shop management
"
1139,"('accounting', 'telesale', 'data-entry')","Call Center
"
1140,"('accounting', 'telesale', 'data-entry')",Sale Representative
1141,"('accounting', 'telesale', 'call-center')","Page & Website Admin
"
1142,"('accounting', 'telesale', 'call-center')","Data Entry
"
1143,"('accounting', 'telesale', 'call-center')","Telesale
"
1144,"('accounting', 'telesale', 'call-center')","Accounting & Tax of Online shop
"
1145,"('accounting', 'telesale', 'call-center')","Online shop management
"
1146,"('accounting', 'telesale', 'call-center')","Call Center
"
1147,"('accounting', 'telesale', 'call-center')",Sale Representative
1148,"('accounting', 'telesale', 'salesman')","Page & Website Admin
"
1149,"('accounting', 'telesale', 'salesman')","Data Entry
"
1150,"('accounting', 'telesale', 'salesman')","Telesale
"
1151,"('accounting', 'telesale', 'salesman')","Accounting & Tax of Online shop
"
1152,"('accounting', 'telesale', 'salesman')","Online shop management
"
1153,"('accounting', 'telesale', 'salesman')","Call Center
"
1154,"('accounting', 'telesale', 'salesman')",Sale Representative
1155,"('accounting', 'telesale', 'website-admin')","Page & Website Admin
"
1156,"('accounting', 'telesale', 'website-admin')","Data Entry
"
1157,"('accounting', 'telesale', 'website-admin')","Telesale
"
1158,"('accounting', 'telesale', 'website-admin')","Accounting & Tax of Online shop
"
1159,"('accounting', 'telesale', 'website-admin')","Online shop management
"
1160,"('accounting', 'telesale', 'website-admin')","Call Center
"
1161,"('accounting', 'telesale', 'website-admin')",Sale Representative
1162,"('accounting', 'telesale', 'tax')","Page & Website Admin
"
1163,"('accounting', 'telesale', 'tax')","Data Entry
"
1164,"('accounting', 'telesale', 'tax')","Telesale
"
1165,"('accounting', 'telesale', 'tax')","Accounting & Tax of Online shop
"
1166,"('accounting', 'telesale', 'tax')","Online shop management
"
1167,"('accounting', 'telesale', 'tax')","Call Center
"
1168,"('accounting', 'telesale', 'tax')",Sale Representative
1169,"('accounting', 'telesale', 'shop-management')","Page & Website Admin
"
1170,"('accounting', 'telesale', 'shop-management')","Data Entry
"
1171,"('accounting', 'telesale', 'shop-management')","Telesale
"
1172,"('accounting', 'telesale', 'shop-management')","Accounting & Tax of Online shop
"
1173,"('accounting', 'telesale', 'shop-management')","Online shop management
"
1174,"('accounting', 'telesale', 'shop-management')","Call Center
"
1175,"('accounting', 'telesale', 'shop-management')",Sale Representative
1176,"('call-center', 'admin', 'data-entry')","Page & Website Admin
"
1177,"('call-center', 'admin', 'data-entry')","Data Entry
"
1178,"('call-center', 'admin', 'data-entry')","Telesale
"
1179,"('call-center', 'admin', 'data-entry')","Accounting & Tax of Online shop
"
1180,"('call-center', 'admin', 'data-entry')","Online shop management
"
1181,"('call-center', 'admin', 'data-entry')","Call Center
"
1182,"('call-center', 'admin', 'data-entry')",Sale Representative
1183,"('call-center', 'admin', 'accounting')","Page & Website Admin
"
1184,"('call-center', 'admin', 'accounting')","Data Entry
"
1185,"('call-center', 'admin', 'accounting')","Telesale
"
1186,"('call-center', 'admin', 'accounting')","Accounting & Tax of Online shop
"
1187,"('call-center', 'admin', 'accounting')","Online shop management
"
1188,"('call-center', 'admin', 'accounting')","Call Center
"
1189,"('call-center', 'admin', 'accounting')",Sale Representative
1190,"('call-center', 'admin', 'salesman')","Page & Website Admin
"
1191,"('call-center', 'admin', 'salesman')","Data Entry
"
1192,"('call-center', 'admin', 'salesman')","Telesale
"
1193,"('call-center', 'admin', 'salesman')","Accounting & Tax of Online shop
"
1194,"('call-center', 'admin', 'salesman')","Online shop management
"
1195,"('call-center', 'admin', 'salesman')","Call Center
"
1196,"('call-center', 'admin', 'salesman')",Sale Representative
1197,"('call-center', 'admin', 'website-admin')","Page & Website Admin
"
1198,"('call-center', 'admin', 'website-admin')","Data Entry
"
1199,"('call-center', 'admin', 'website-admin')","Telesale
"
1200,"('call-center', 'admin', 'website-admin')","Accounting & Tax of Online shop
"
1201,"('call-center', 'admin', 'website-admin')","Online shop management
"
1202,"('call-center', 'admin', 'website-admin')","Call Center
"
1203,"('call-center', 'admin', 'website-admin')",Sale Representative
1204,"('call-center', 'admin', 'tax')","Page & Website Admin
"
1205,"('call-center', 'admin', 'tax')","Data Entry
"
1206,"('call-center', 'admin', 'tax')","Telesale
"
1207,"('call-center', 'admin', 'tax')","Accounting & Tax of Online shop
"
1208,"('call-center', 'admin', 'tax')","Online shop management
"
1209,"('call-center', 'admin', 'tax')","Call Center
"
1210,"('call-center', 'admin', 'tax')",Sale Representative
1211,"('call-center', 'admin', 'shop-management')","Page & Website Admin
"
1212,"('call-center', 'admin', 'shop-management')","Data Entry
"
1213,"('call-center', 'admin', 'shop-management')","Telesale
"
1214,"('call-center', 'admin', 'shop-management')","Accounting & Tax of Online shop
"
1215,"('call-center', 'admin', 'shop-management')","Online shop management
"
1216,"('call-center', 'admin', 'shop-management')","Call Center
"
1217,"('call-center', 'admin', 'shop-management')",Sale Representative
1218,"('call-center', 'admin', 'telesale')","Page & Website Admin
"
1219,"('call-center', 'admin', 'telesale')","Data Entry
"
1220,"('call-center', 'admin', 'telesale')","Telesale
"
1221,"('call-center', 'admin', 'telesale')","Accounting & Tax of Online shop
"
1222,"('call-center', 'admin', 'telesale')","Online shop management
"
1223,"('call-center', 'admin', 'telesale')","Call Center
"
1224,"('call-center', 'admin', 'telesale')",Sale Representative
1225,"('call-center', 'data-entry', 'admin')","Page & Website Admin
"
1226,"('call-center', 'data-entry', 'admin')","Data Entry
"
1227,"('call-center', 'data-entry', 'admin')","Telesale
"
1228,"('call-center', 'data-entry', 'admin')","Accounting & Tax of Online shop
"
1229,"('call-center', 'data-entry', 'admin')","Online shop management
"
1230,"('call-center', 'data-entry', 'admin')","Call Center
"
1231,"('call-center', 'data-entry', 'admin')",Sale Representative
1232,"('call-center', 'data-entry', 'accounting')","Page & Website Admin
"
1233,"('call-center', 'data-entry', 'accounting')","Data Entry
"
1234,"('call-center', 'data-entry', 'accounting')","Telesale
"
1235,"('call-center', 'data-entry', 'accounting')","Accounting & Tax of Online shop
"
1236,"('call-center', 'data-entry', 'accounting')","Online shop management
"
1237,"('call-center', 'data-entry', 'accounting')","Call Center
"
1238,"('call-center', 'data-entry', 'accounting')",Sale Representative
1239,"('call-center', 'data-entry', 'salesman')","Page & Website Admin
"
1240,"('call-center', 'data-entry', 'salesman')","Data Entry
"
1241,"('call-center', 'data-entry', 'salesman')","Telesale
"
1242,"('call-center', 'data-entry', 'salesman')","Accounting & Tax of Online shop
"
1243,"('call-center', 'data-entry', 'salesman')","Online shop management
"
1244,"('call-center', 'data-entry', 'salesman')","Call Center
"
1245,"('call-center', 'data-entry', 'salesman')",Sale Representative
1246,"('call-center', 'data-entry', 'website-admin')","Page & Website Admin
"
1247,"('call-center', 'data-entry', 'website-admin')","Data Entry
"
1248,"('call-center', 'data-entry', 'website-admin')","Telesale
"
1249,"('call-center', 'data-entry', 'website-admin')","Accounting & Tax of Online shop
"
1250,"('call-center', 'data-entry', 'website-admin')","Online shop management
"
1251,"('call-center', 'data-entry', 'website-admin')","Call Center
"
1252,"('call-center', 'data-entry', 'website-admin')",Sale Representative
1253,"('call-center', 'data-entry', 'tax')","Page & Website Admin
"
1254,"('call-center', 'data-entry', 'tax')","Data Entry
"
1255,"('call-center', 'data-entry', 'tax')","Telesale
"
1256,"('call-center', 'data-entry', 'tax')","Accounting & Tax of Online shop
"
1257,"('call-center', 'data-entry', 'tax')","Online shop management
"
1258,"('call-center', 'data-entry', 'tax')","Call Center
"
1259,"('call-center', 'data-entry', 'tax')",Sale Representative
1260,"('call-center', 'data-entry', 'shop-management')","Page & Website Admin
"
1261,"('call-center', 'data-entry', 'shop-management')","Data Entry
"
1262,"('call-center', 'data-entry', 'shop-management')","Telesale
"
1263,"('call-center', 'data-entry', 'shop-management')","Accounting & Tax of Online shop
"
1264,"('call-center', 'data-entry', 'shop-management')","Online shop management
"
1265,"('call-center', 'data-entry', 'shop-management')","Call Center
"
1266,"('call-center', 'data-entry', 'shop-management')",Sale Representative
1267,"('call-center', 'data-entry', 'telesale')","Page & Website Admin
"
1268,"('call-center', 'data-entry', 'telesale')","Data Entry
"
1269,"('call-center', 'data-entry', 'telesale')","Telesale
"
1270,"('call-center', 'data-entry', 'telesale')","Accounting & Tax of Online shop
"
1271,"('call-center', 'data-entry', 'telesale')","Online shop management
"
1272,"('call-center', 'data-entry', 'telesale')","Call Center
"
1273,"('call-center', 'data-entry', 'telesale')",Sale Representative
1274,"('call-center', 'accounting', 'admin')","Page & Website Admin
"
1275,"('call-center', 'accounting', 'admin')","Data Entry
"
1276,"('call-center', 'accounting', 'admin')","Telesale
"
1277,"('call-center', 'accounting', 'admin')","Accounting & Tax of Online shop
"
1278,"('call-center', 'accounting', 'admin')","Online shop management
"
1279,"('call-center', 'accounting', 'admin')","Call Center
"
1280,"('call-center', 'accounting', 'admin')",Sale Representative
1281,"('call-center', 'accounting', 'data-entry')","Page & Website Admin
"
1282,"('call-center', 'accounting', 'data-entry')","Data Entry
"
1283,"('call-center', 'accounting', 'data-entry')","Telesale
"
1284,"('call-center', 'accounting', 'data-entry')","Accounting & Tax of Online shop
"
1285,"('call-center', 'accounting', 'data-entry')","Online shop management
"
1286,"('call-center', 'accounting', 'data-entry')","Call Center
"
1287,"('call-center', 'accounting', 'data-entry')",Sale Representative
1288,"('call-center', 'accounting', 'salesman')","Page & Website Admin
"
1289,"('call-center', 'accounting', 'salesman')","Data Entry
"
1290,"('call-center', 'accounting', 'salesman')","Telesale
"
1291,"('call-center', 'accounting', 'salesman')","Accounting & Tax of Online shop
"
1292,"('call-center', 'accounting', 'salesman')","Online shop management
"
1293,"('call-center', 'accounting', 'salesman')","Call Center
"
1294,"('call-center', 'accounting', 'salesman')",Sale Representative
1295,"('call-center', 'accounting', 'website-admin')","Page & Website Admin
"
1296,"('call-center', 'accounting', 'website-admin')","Data Entry
"
1297,"('call-center', 'accounting', 'website-admin')","Telesale
"
1298,"('call-center', 'accounting', 'website-admin')","Accounting & Tax of Online shop
"
1299,"('call-center', 'accounting', 'website-admin')","Online shop management
"
1300,"('call-center', 'accounting', 'website-admin')","Call Center
"
1301,"('call-center', 'accounting', 'website-admin')",Sale Representative
1302,"('call-center', 'accounting', 'tax')","Page & Website Admin
"
1303,"('call-center', 'accounting', 'tax')","Data Entry
"
1304,"('call-center', 'accounting', 'tax')","Telesale
"
1305,"('call-center', 'accounting', 'tax')","Accounting & Tax of Online shop
"
1306,"('call-center', 'accounting', 'tax')","Online shop management
"
1307,"('call-center', 'accounting', 'tax')","Call Center
"
1308,"('call-center', 'accounting', 'tax')",Sale Representative
1309,"('call-center', 'accounting', 'shop-management')","Page & Website Admin
"
1310,"('call-center', 'accounting', 'shop-management')","Data Entry
"
1311,"('call-center', 'accounting', 'shop-management')","Telesale
"
1312,"('call-center', 'accounting', 'shop-management')","Accounting & Tax of Online shop
"
1313,"('call-center', 'accounting', 'shop-management')","Online shop management
"
1314,"('call-center', 'accounting', 'shop-management')","Call Center
"
1315,"('call-center', 'accounting', 'shop-management')",Sale Representative
1316,"('call-center', 'accounting', 'telesale')","Page & Website Admin
"
1317,"('call-center', 'accounting', 'telesale')","Data Entry
"
1318,"('call-center', 'accounting', 'telesale')","Telesale
"
1319,"('call-center', 'accounting', 'telesale')","Accounting & Tax of Online shop
"
1320,"('call-center', 'accounting', 'telesale')","Online shop management
"
1321,"('call-center', 'accounting', 'telesale')","Call Center
"
1322,"('call-center', 'accounting', 'telesale')",Sale Representative
1323,"('call-center', 'salesman', 'admin')","Page & Website Admin
"
1324,"('call-center', 'salesman', 'admin')","Data Entry
"
1325,"('call-center', 'salesman', 'admin')","Telesale
"
1326,"('call-center', 'salesman', 'admin')","Accounting & Tax of Online shop
"
