id,skill_set,subcategory 
3955,"('adobe-premiere-pro', 'adobe-lightroom', 'cinematography')","Voice Over
"
3956,"('adobe-premiere-pro', 'adobe-lightroom', 'cinematography')","Video Editing
"
3957,"('adobe-premiere-pro', 'adobe-lightroom', 'cinematography')","Subtitle
"
3958,"('adobe-premiere-pro', 'adobe-lightroom', 'cinematography')","3D & Animation
"
3959,"('adobe-premiere-pro', 'adobe-lightroom', 'cinematography')",Sound Effects
3960,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')","Photography
"
3961,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')","Motion Graphics
"
3962,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')","Video Production
"
3963,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')","Voice Over
"
3964,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')","Video Editing
"
3965,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')","Subtitle
"
3966,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')","3D & Animation
"
3967,"('adobe-premiere-pro', 'adobe-lightroom', 'web-design')",Sound Effects
3968,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')","Photography
"
3969,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')","Motion Graphics
"
3970,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')","Video Production
"
3971,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')","Voice Over
"
3972,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')","Video Editing
"
3973,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')","Subtitle
"
3974,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')","3D & Animation
"
3975,"('adobe-premiere-pro', 'adobe-lightroom', 'concept-development')",Sound Effects
3976,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')","Photography
"
3977,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')","Motion Graphics
"
3978,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')","Video Production
"
3979,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')","Voice Over
"
3980,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')","Video Editing
"
3981,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')","Subtitle
"
3982,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')","3D & Animation
"
3983,"('adobe-premiere-pro', 'adobe-lightroom', '3d-modeling')",Sound Effects
3984,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')","Photography
"
3985,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')","Motion Graphics
"
3986,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')","Video Production
"
3987,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')","Voice Over
"
3988,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')","Video Editing
"
3989,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')","Subtitle
"
3990,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')","3D & Animation
"
3991,"('adobe-premiere-pro', 'adobe-lightroom', 'fl-studio')",Sound Effects
3992,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')","Photography
"
3993,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')","Motion Graphics
"
3994,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')","Video Production
"
3995,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')","Voice Over
"
3996,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')","Video Editing
"
3997,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')","Subtitle
"
3998,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')","3D & Animation
"
3999,"('adobe-premiere-pro', 'adobe-lightroom', 'ableton')",Sound Effects
4000,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Photography
"
4001,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Motion Graphics
"
4002,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Video Production
"
4003,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Voice Over
"
4004,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Video Editing
"
4005,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Subtitle
"
4006,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","3D & Animation
"
4007,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')",Sound Effects
4008,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')","Photography
"
4009,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')","Motion Graphics
"
4010,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')","Video Production
"
4011,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')","Voice Over
"
4012,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')","Video Editing
"
4013,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')","Subtitle
"
4014,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')","3D & Animation
"
4015,"('adobe-premiere-pro', 'photography', 'adobe-photoshop')",Sound Effects
4016,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')","Photography
"
4017,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')","Motion Graphics
"
4018,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')","Video Production
"
4019,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')","Voice Over
"
4020,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')","Video Editing
"
4021,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')","Subtitle
"
4022,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')","3D & Animation
"
4023,"('adobe-premiere-pro', 'photography', 'adobe-after-effect')",Sound Effects
4024,"('adobe-premiere-pro', 'photography', 'final-cut-pro')","Photography
"
4025,"('adobe-premiere-pro', 'photography', 'final-cut-pro')","Motion Graphics
"
4026,"('adobe-premiere-pro', 'photography', 'final-cut-pro')","Video Production
"
4027,"('adobe-premiere-pro', 'photography', 'final-cut-pro')","Voice Over
"
4028,"('adobe-premiere-pro', 'photography', 'final-cut-pro')","Video Editing
"
4029,"('adobe-premiere-pro', 'photography', 'final-cut-pro')","Subtitle
"
4030,"('adobe-premiere-pro', 'photography', 'final-cut-pro')","3D & Animation
"
4031,"('adobe-premiere-pro', 'photography', 'final-cut-pro')",Sound Effects
4032,"('adobe-premiere-pro', 'photography', 'adobe-muse')","Photography
"
4033,"('adobe-premiere-pro', 'photography', 'adobe-muse')","Motion Graphics
"
4034,"('adobe-premiere-pro', 'photography', 'adobe-muse')","Video Production
"
4035,"('adobe-premiere-pro', 'photography', 'adobe-muse')","Voice Over
"
4036,"('adobe-premiere-pro', 'photography', 'adobe-muse')","Video Editing
"
4037,"('adobe-premiere-pro', 'photography', 'adobe-muse')","Subtitle
"
4038,"('adobe-premiere-pro', 'photography', 'adobe-muse')","3D & Animation
"
4039,"('adobe-premiere-pro', 'photography', 'adobe-muse')",Sound Effects
4040,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Photography
"
4041,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Motion Graphics
"
4042,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Video Production
"
4043,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Voice Over
"
4044,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Video Editing
"
4045,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","Subtitle
"
4046,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')","3D & Animation
"
4047,"('adobe-premiere-pro', 'photography', 'adobe-illustrator')",Sound Effects
4048,"('adobe-premiere-pro', 'photography', 'digital-marketing')","Photography
"
4049,"('adobe-premiere-pro', 'photography', 'digital-marketing')","Motion Graphics
"
4050,"('adobe-premiere-pro', 'photography', 'digital-marketing')","Video Production
"
4051,"('adobe-premiere-pro', 'photography', 'digital-marketing')","Voice Over
"
4052,"('adobe-premiere-pro', 'photography', 'digital-marketing')","Video Editing
"
4053,"('adobe-premiere-pro', 'photography', 'digital-marketing')","Subtitle
"
4054,"('adobe-premiere-pro', 'photography', 'digital-marketing')","3D & Animation
"
4055,"('adobe-premiere-pro', 'photography', 'digital-marketing')",Sound Effects
4056,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')","Photography
"
4057,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')","Motion Graphics
"
4058,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')","Video Production
"
4059,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')","Voice Over
"
4060,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')","Video Editing
"
4061,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')","Subtitle
"
4062,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')","3D & Animation
"
4063,"('adobe-premiere-pro', 'photography', 'adobe-lightroom')",Sound Effects
4064,"('adobe-premiere-pro', 'photography', 'cinematography')","Photography
"
4065,"('adobe-premiere-pro', 'photography', 'cinematography')","Motion Graphics
"
4066,"('adobe-premiere-pro', 'photography', 'cinematography')","Video Production
"
4067,"('adobe-premiere-pro', 'photography', 'cinematography')","Voice Over
"
4068,"('adobe-premiere-pro', 'photography', 'cinematography')","Video Editing
"
4069,"('adobe-premiere-pro', 'photography', 'cinematography')","Subtitle
"
4070,"('adobe-premiere-pro', 'photography', 'cinematography')","3D & Animation
"
4071,"('adobe-premiere-pro', 'photography', 'cinematography')",Sound Effects
4072,"('adobe-premiere-pro', 'photography', 'web-design')","Photography
"
4073,"('adobe-premiere-pro', 'photography', 'web-design')","Motion Graphics
"
4074,"('adobe-premiere-pro', 'photography', 'web-design')","Video Production
"
4075,"('adobe-premiere-pro', 'photography', 'web-design')","Voice Over
"
4076,"('adobe-premiere-pro', 'photography', 'web-design')","Video Editing
"
4077,"('adobe-premiere-pro', 'photography', 'web-design')","Subtitle
"
4078,"('adobe-premiere-pro', 'photography', 'web-design')","3D & Animation
"
4079,"('adobe-premiere-pro', 'photography', 'web-design')",Sound Effects
4080,"('adobe-premiere-pro', 'photography', 'concept-development')","Photography
"
4081,"('adobe-premiere-pro', 'photography', 'concept-development')","Motion Graphics
"
4082,"('adobe-premiere-pro', 'photography', 'concept-development')","Video Production
"
4083,"('adobe-premiere-pro', 'photography', 'concept-development')","Voice Over
"
4084,"('adobe-premiere-pro', 'photography', 'concept-development')","Video Editing
"
4085,"('adobe-premiere-pro', 'photography', 'concept-development')","Subtitle
"
4086,"('adobe-premiere-pro', 'photography', 'concept-development')","3D & Animation
"
4087,"('adobe-premiere-pro', 'photography', 'concept-development')",Sound Effects
4088,"('adobe-premiere-pro', 'photography', '3d-modeling')","Photography
"
4089,"('adobe-premiere-pro', 'photography', '3d-modeling')","Motion Graphics
"
4090,"('adobe-premiere-pro', 'photography', '3d-modeling')","Video Production
"
4091,"('adobe-premiere-pro', 'photography', '3d-modeling')","Voice Over
"
4092,"('adobe-premiere-pro', 'photography', '3d-modeling')","Video Editing
"
4093,"('adobe-premiere-pro', 'photography', '3d-modeling')","Subtitle
"
4094,"('adobe-premiere-pro', 'photography', '3d-modeling')","3D & Animation
"
4095,"('adobe-premiere-pro', 'photography', '3d-modeling')",Sound Effects
4096,"('adobe-premiere-pro', 'photography', 'fl-studio')","Photography
"
4097,"('adobe-premiere-pro', 'photography', 'fl-studio')","Motion Graphics
"
4098,"('adobe-premiere-pro', 'photography', 'fl-studio')","Video Production
"
4099,"('adobe-premiere-pro', 'photography', 'fl-studio')","Voice Over
"
4100,"('adobe-premiere-pro', 'photography', 'fl-studio')","Video Editing
"
4101,"('adobe-premiere-pro', 'photography', 'fl-studio')","Subtitle
"
4102,"('adobe-premiere-pro', 'photography', 'fl-studio')","3D & Animation
"
4103,"('adobe-premiere-pro', 'photography', 'fl-studio')",Sound Effects
4104,"('adobe-premiere-pro', 'photography', 'ableton')","Photography
"
4105,"('adobe-premiere-pro', 'photography', 'ableton')","Motion Graphics
"
4106,"('adobe-premiere-pro', 'photography', 'ableton')","Video Production
"
4107,"('adobe-premiere-pro', 'photography', 'ableton')","Voice Over
"
4108,"('adobe-premiere-pro', 'photography', 'ableton')","Video Editing
"
4109,"('adobe-premiere-pro', 'photography', 'ableton')","Subtitle
"
4110,"('adobe-premiere-pro', 'photography', 'ableton')","3D & Animation
"
4111,"('adobe-premiere-pro', 'photography', 'ableton')",Sound Effects
4112,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Photography
"
4113,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Motion Graphics
"
4114,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Video Production
"
4115,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Voice Over
"
4116,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Video Editing
"
4117,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Subtitle
"
4118,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","3D & Animation
"
4119,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')",Sound Effects
4120,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')","Photography
"
4121,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')","Motion Graphics
"
4122,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')","Video Production
"
4123,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')","Voice Over
"
4124,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')","Video Editing
"
4125,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')","Subtitle
"
4126,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')","3D & Animation
"
4127,"('adobe-premiere-pro', 'cinematography', 'adobe-photoshop')",Sound Effects
4128,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')","Photography
"
4129,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')","Motion Graphics
"
4130,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')","Video Production
"
4131,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')","Voice Over
"
4132,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')","Video Editing
"
4133,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')","Subtitle
"
4134,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')","3D & Animation
"
4135,"('adobe-premiere-pro', 'cinematography', 'adobe-after-effect')",Sound Effects
4136,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')","Photography
"
4137,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')","Motion Graphics
"
4138,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')","Video Production
"
4139,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')","Voice Over
"
4140,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')","Video Editing
"
4141,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')","Subtitle
"
4142,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')","3D & Animation
"
4143,"('adobe-premiere-pro', 'cinematography', 'final-cut-pro')",Sound Effects
4144,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')","Photography
"
4145,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')","Motion Graphics
"
4146,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')","Video Production
"
4147,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')","Voice Over
"
4148,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')","Video Editing
"
4149,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')","Subtitle
"
4150,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')","3D & Animation
"
4151,"('adobe-premiere-pro', 'cinematography', 'adobe-muse')",Sound Effects
4152,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Photography
"
4153,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Motion Graphics
"
4154,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Video Production
"
4155,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Voice Over
"
4156,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Video Editing
"
4157,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","Subtitle
"
4158,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')","3D & Animation
"
4159,"('adobe-premiere-pro', 'cinematography', 'adobe-illustrator')",Sound Effects
4160,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')","Photography
"
4161,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')","Motion Graphics
"
4162,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')","Video Production
"
4163,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')","Voice Over
"
4164,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')","Video Editing
"
4165,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')","Subtitle
"
4166,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')","3D & Animation
"
4167,"('adobe-premiere-pro', 'cinematography', 'digital-marketing')",Sound Effects
4168,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')","Photography
"
4169,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')","Motion Graphics
"
4170,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')","Video Production
"
4171,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')","Voice Over
"
4172,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')","Video Editing
"
4173,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')","Subtitle
"
4174,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')","3D & Animation
"
4175,"('adobe-premiere-pro', 'cinematography', 'adobe-lightroom')",Sound Effects
4176,"('adobe-premiere-pro', 'cinematography', 'photography')","Photography
"
4177,"('adobe-premiere-pro', 'cinematography', 'photography')","Motion Graphics
"
4178,"('adobe-premiere-pro', 'cinematography', 'photography')","Video Production
"
4179,"('adobe-premiere-pro', 'cinematography', 'photography')","Voice Over
"
4180,"('adobe-premiere-pro', 'cinematography', 'photography')","Video Editing
"
4181,"('adobe-premiere-pro', 'cinematography', 'photography')","Subtitle
"
4182,"('adobe-premiere-pro', 'cinematography', 'photography')","3D & Animation
"
4183,"('adobe-premiere-pro', 'cinematography', 'photography')",Sound Effects
4184,"('adobe-premiere-pro', 'cinematography', 'web-design')","Photography
"
4185,"('adobe-premiere-pro', 'cinematography', 'web-design')","Motion Graphics
"
4186,"('adobe-premiere-pro', 'cinematography', 'web-design')","Video Production
"
4187,"('adobe-premiere-pro', 'cinematography', 'web-design')","Voice Over
"
4188,"('adobe-premiere-pro', 'cinematography', 'web-design')","Video Editing
"
4189,"('adobe-premiere-pro', 'cinematography', 'web-design')","Subtitle
"
4190,"('adobe-premiere-pro', 'cinematography', 'web-design')","3D & Animation
"
4191,"('adobe-premiere-pro', 'cinematography', 'web-design')",Sound Effects
4192,"('adobe-premiere-pro', 'cinematography', 'concept-development')","Photography
"
4193,"('adobe-premiere-pro', 'cinematography', 'concept-development')","Motion Graphics
"
4194,"('adobe-premiere-pro', 'cinematography', 'concept-development')","Video Production
"
4195,"('adobe-premiere-pro', 'cinematography', 'concept-development')","Voice Over
"
4196,"('adobe-premiere-pro', 'cinematography', 'concept-development')","Video Editing
"
4197,"('adobe-premiere-pro', 'cinematography', 'concept-development')","Subtitle
"
4198,"('adobe-premiere-pro', 'cinematography', 'concept-development')","3D & Animation
"
4199,"('adobe-premiere-pro', 'cinematography', 'concept-development')",Sound Effects
4200,"('adobe-premiere-pro', 'cinematography', '3d-modeling')","Photography
"
4201,"('adobe-premiere-pro', 'cinematography', '3d-modeling')","Motion Graphics
"
4202,"('adobe-premiere-pro', 'cinematography', '3d-modeling')","Video Production
"
4203,"('adobe-premiere-pro', 'cinematography', '3d-modeling')","Voice Over
"
4204,"('adobe-premiere-pro', 'cinematography', '3d-modeling')","Video Editing
"
4205,"('adobe-premiere-pro', 'cinematography', '3d-modeling')","Subtitle
"
4206,"('adobe-premiere-pro', 'cinematography', '3d-modeling')","3D & Animation
"
4207,"('adobe-premiere-pro', 'cinematography', '3d-modeling')",Sound Effects
4208,"('adobe-premiere-pro', 'cinematography', 'fl-studio')","Photography
"
4209,"('adobe-premiere-pro', 'cinematography', 'fl-studio')","Motion Graphics
"
4210,"('adobe-premiere-pro', 'cinematography', 'fl-studio')","Video Production
"
4211,"('adobe-premiere-pro', 'cinematography', 'fl-studio')","Voice Over
"
4212,"('adobe-premiere-pro', 'cinematography', 'fl-studio')","Video Editing
"
4213,"('adobe-premiere-pro', 'cinematography', 'fl-studio')","Subtitle
"
4214,"('adobe-premiere-pro', 'cinematography', 'fl-studio')","3D & Animation
"
4215,"('adobe-premiere-pro', 'cinematography', 'fl-studio')",Sound Effects
4216,"('adobe-premiere-pro', 'cinematography', 'ableton')","Photography
"
4217,"('adobe-premiere-pro', 'cinematography', 'ableton')","Motion Graphics
"
4218,"('adobe-premiere-pro', 'cinematography', 'ableton')","Video Production
"
4219,"('adobe-premiere-pro', 'cinematography', 'ableton')","Voice Over
"
4220,"('adobe-premiere-pro', 'cinematography', 'ableton')","Video Editing
"
4221,"('adobe-premiere-pro', 'cinematography', 'ableton')","Subtitle
"
4222,"('adobe-premiere-pro', 'cinematography', 'ableton')","3D & Animation
"
4223,"('adobe-premiere-pro', 'cinematography', 'ableton')",Sound Effects
4224,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Photography
"
4225,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Motion Graphics
"
4226,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Video Production
"
4227,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Voice Over
"
4228,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Video Editing
"
4229,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Subtitle
"
4230,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","3D & Animation
"
4231,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')",Sound Effects
4232,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')","Photography
"
4233,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')","Motion Graphics
"
4234,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')","Video Production
"
4235,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')","Voice Over
"
4236,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')","Video Editing
"
4237,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')","Subtitle
"
4238,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')","3D & Animation
"
4239,"('adobe-premiere-pro', 'web-design', 'adobe-photoshop')",Sound Effects
4240,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')","Photography
"
4241,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')","Motion Graphics
"
4242,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')","Video Production
"
4243,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')","Voice Over
"
4244,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')","Video Editing
"
4245,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')","Subtitle
"
4246,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')","3D & Animation
"
4247,"('adobe-premiere-pro', 'web-design', 'adobe-after-effect')",Sound Effects
4248,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')","Photography
"
4249,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')","Motion Graphics
"
4250,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')","Video Production
"
4251,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')","Voice Over
"
4252,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')","Video Editing
"
4253,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')","Subtitle
"
4254,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')","3D & Animation
"
4255,"('adobe-premiere-pro', 'web-design', 'final-cut-pro')",Sound Effects
4256,"('adobe-premiere-pro', 'web-design', 'adobe-muse')","Photography
"
4257,"('adobe-premiere-pro', 'web-design', 'adobe-muse')","Motion Graphics
"
4258,"('adobe-premiere-pro', 'web-design', 'adobe-muse')","Video Production
"
4259,"('adobe-premiere-pro', 'web-design', 'adobe-muse')","Voice Over
"
4260,"('adobe-premiere-pro', 'web-design', 'adobe-muse')","Video Editing
"
4261,"('adobe-premiere-pro', 'web-design', 'adobe-muse')","Subtitle
"
4262,"('adobe-premiere-pro', 'web-design', 'adobe-muse')","3D & Animation
"
4263,"('adobe-premiere-pro', 'web-design', 'adobe-muse')",Sound Effects
4264,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Photography
"
4265,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Motion Graphics
"
4266,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Video Production
"
4267,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Voice Over
"
4268,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Video Editing
"
4269,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","Subtitle
"
4270,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')","3D & Animation
"
4271,"('adobe-premiere-pro', 'web-design', 'adobe-illustrator')",Sound Effects
4272,"('adobe-premiere-pro', 'web-design', 'digital-marketing')","Photography
"
4273,"('adobe-premiere-pro', 'web-design', 'digital-marketing')","Motion Graphics
"
4274,"('adobe-premiere-pro', 'web-design', 'digital-marketing')","Video Production
"
4275,"('adobe-premiere-pro', 'web-design', 'digital-marketing')","Voice Over
"
4276,"('adobe-premiere-pro', 'web-design', 'digital-marketing')","Video Editing
"
4277,"('adobe-premiere-pro', 'web-design', 'digital-marketing')","Subtitle
"
4278,"('adobe-premiere-pro', 'web-design', 'digital-marketing')","3D & Animation
"
4279,"('adobe-premiere-pro', 'web-design', 'digital-marketing')",Sound Effects
4280,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')","Photography
"
4281,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')","Motion Graphics
"
4282,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')","Video Production
"
4283,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')","Voice Over
"
4284,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')","Video Editing
"
4285,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')","Subtitle
"
4286,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')","3D & Animation
"
4287,"('adobe-premiere-pro', 'web-design', 'adobe-lightroom')",Sound Effects
4288,"('adobe-premiere-pro', 'web-design', 'photography')","Photography
"
4289,"('adobe-premiere-pro', 'web-design', 'photography')","Motion Graphics
"
4290,"('adobe-premiere-pro', 'web-design', 'photography')","Video Production
"
4291,"('adobe-premiere-pro', 'web-design', 'photography')","Voice Over
"
4292,"('adobe-premiere-pro', 'web-design', 'photography')","Video Editing
"
4293,"('adobe-premiere-pro', 'web-design', 'photography')","Subtitle
"
4294,"('adobe-premiere-pro', 'web-design', 'photography')","3D & Animation
"
4295,"('adobe-premiere-pro', 'web-design', 'photography')",Sound Effects
4296,"('adobe-premiere-pro', 'web-design', 'cinematography')","Photography
"
4297,"('adobe-premiere-pro', 'web-design', 'cinematography')","Motion Graphics
"
4298,"('adobe-premiere-pro', 'web-design', 'cinematography')","Video Production
"
4299,"('adobe-premiere-pro', 'web-design', 'cinematography')","Voice Over
"
4300,"('adobe-premiere-pro', 'web-design', 'cinematography')","Video Editing
"
4301,"('adobe-premiere-pro', 'web-design', 'cinematography')","Subtitle
"
