id,skill_set,subcategory 
613,"('career-growth', 'consulting', 'valuation')","Marketing
"
614,"('career-growth', 'consulting', 'valuation')","Branding
"
615,"('career-growth', 'consulting', 'valuation')",Law
616,"('career-growth', 'consulting', 'investment-banking')","Self Improvement
"
617,"('career-growth', 'consulting', 'investment-banking')","Create Business & Startup
"
618,"('career-growth', 'consulting', 'investment-banking')","Finance & Accounting
"
619,"('career-growth', 'consulting', 'investment-banking')","Company’s Trade Registration 
"
620,"('career-growth', 'consulting', 'investment-banking')","Marketing
"
621,"('career-growth', 'consulting', 'investment-banking')","Branding
"
622,"('career-growth', 'consulting', 'investment-banking')",Law
623,"('career-growth', 'consulting', 'business-valuation')","Self Improvement
"
624,"('career-growth', 'consulting', 'business-valuation')","Create Business & Startup
"
625,"('career-growth', 'consulting', 'business-valuation')","Finance & Accounting
"
626,"('career-growth', 'consulting', 'business-valuation')","Company’s Trade Registration 
"
627,"('career-growth', 'consulting', 'business-valuation')","Marketing
"
628,"('career-growth', 'consulting', 'business-valuation')","Branding
"
629,"('career-growth', 'consulting', 'business-valuation')",Law
630,"('career-growth', 'advising', 'consulting')","Self Improvement
"
631,"('career-growth', 'advising', 'consulting')","Create Business & Startup
"
632,"('career-growth', 'advising', 'consulting')","Finance & Accounting
"
633,"('career-growth', 'advising', 'consulting')","Company’s Trade Registration 
"
634,"('career-growth', 'advising', 'consulting')","Marketing
"
635,"('career-growth', 'advising', 'consulting')","Branding
"
636,"('career-growth', 'advising', 'consulting')",Law
637,"('career-growth', 'advising', 'startup')","Self Improvement
"
638,"('career-growth', 'advising', 'startup')","Create Business & Startup
"
639,"('career-growth', 'advising', 'startup')","Finance & Accounting
"
640,"('career-growth', 'advising', 'startup')","Company’s Trade Registration 
"
641,"('career-growth', 'advising', 'startup')","Marketing
"
642,"('career-growth', 'advising', 'startup')","Branding
"
643,"('career-growth', 'advising', 'startup')",Law
644,"('career-growth', 'advising', 'financial-modeling')","Self Improvement
"
645,"('career-growth', 'advising', 'financial-modeling')","Create Business & Startup
"
646,"('career-growth', 'advising', 'financial-modeling')","Finance & Accounting
"
647,"('career-growth', 'advising', 'financial-modeling')","Company’s Trade Registration 
"
648,"('career-growth', 'advising', 'financial-modeling')","Marketing
"
649,"('career-growth', 'advising', 'financial-modeling')","Branding
"
650,"('career-growth', 'advising', 'financial-modeling')",Law
651,"('career-growth', 'advising', 'valuation')","Self Improvement
"
652,"('career-growth', 'advising', 'valuation')","Create Business & Startup
"
653,"('career-growth', 'advising', 'valuation')","Finance & Accounting
"
654,"('career-growth', 'advising', 'valuation')","Company’s Trade Registration 
"
655,"('career-growth', 'advising', 'valuation')","Marketing
"
656,"('career-growth', 'advising', 'valuation')","Branding
"
657,"('career-growth', 'advising', 'valuation')",Law
658,"('career-growth', 'advising', 'investment-banking')","Self Improvement
"
659,"('career-growth', 'advising', 'investment-banking')","Create Business & Startup
"
660,"('career-growth', 'advising', 'investment-banking')","Finance & Accounting
"
661,"('career-growth', 'advising', 'investment-banking')","Company’s Trade Registration 
"
662,"('career-growth', 'advising', 'investment-banking')","Marketing
"
663,"('career-growth', 'advising', 'investment-banking')","Branding
"
664,"('career-growth', 'advising', 'investment-banking')",Law
665,"('career-growth', 'advising', 'business-valuation')","Self Improvement
"
666,"('career-growth', 'advising', 'business-valuation')","Create Business & Startup
"
667,"('career-growth', 'advising', 'business-valuation')","Finance & Accounting
"
668,"('career-growth', 'advising', 'business-valuation')","Company’s Trade Registration 
"
669,"('career-growth', 'advising', 'business-valuation')","Marketing
"
670,"('career-growth', 'advising', 'business-valuation')","Branding
"
671,"('career-growth', 'advising', 'business-valuation')",Law
672,"('career-growth', 'startup', 'consulting')","Self Improvement
"
673,"('career-growth', 'startup', 'consulting')","Create Business & Startup
"
674,"('career-growth', 'startup', 'consulting')","Finance & Accounting
"
675,"('career-growth', 'startup', 'consulting')","Company’s Trade Registration 
"
676,"('career-growth', 'startup', 'consulting')","Marketing
"
677,"('career-growth', 'startup', 'consulting')","Branding
"
678,"('career-growth', 'startup', 'consulting')",Law
679,"('career-growth', 'startup', 'advising')","Self Improvement
"
680,"('career-growth', 'startup', 'advising')","Create Business & Startup
"
681,"('career-growth', 'startup', 'advising')","Finance & Accounting
"
682,"('career-growth', 'startup', 'advising')","Company’s Trade Registration 
"
683,"('career-growth', 'startup', 'advising')","Marketing
"
684,"('career-growth', 'startup', 'advising')","Branding
"
685,"('career-growth', 'startup', 'advising')",Law
686,"('career-growth', 'startup', 'financial-modeling')","Self Improvement
"
687,"('career-growth', 'startup', 'financial-modeling')","Create Business & Startup
"
688,"('career-growth', 'startup', 'financial-modeling')","Finance & Accounting
"
689,"('career-growth', 'startup', 'financial-modeling')","Company’s Trade Registration 
"
690,"('career-growth', 'startup', 'financial-modeling')","Marketing
"
691,"('career-growth', 'startup', 'financial-modeling')","Branding
"
692,"('career-growth', 'startup', 'financial-modeling')",Law
693,"('career-growth', 'startup', 'valuation')","Self Improvement
"
694,"('career-growth', 'startup', 'valuation')","Create Business & Startup
"
695,"('career-growth', 'startup', 'valuation')","Finance & Accounting
"
696,"('career-growth', 'startup', 'valuation')","Company’s Trade Registration 
"
697,"('career-growth', 'startup', 'valuation')","Marketing
"
698,"('career-growth', 'startup', 'valuation')","Branding
"
699,"('career-growth', 'startup', 'valuation')",Law
700,"('career-growth', 'startup', 'investment-banking')","Self Improvement
"
701,"('career-growth', 'startup', 'investment-banking')","Create Business & Startup
"
702,"('career-growth', 'startup', 'investment-banking')","Finance & Accounting
"
703,"('career-growth', 'startup', 'investment-banking')","Company’s Trade Registration 
"
704,"('career-growth', 'startup', 'investment-banking')","Marketing
"
705,"('career-growth', 'startup', 'investment-banking')","Branding
"
706,"('career-growth', 'startup', 'investment-banking')",Law
707,"('career-growth', 'startup', 'business-valuation')","Self Improvement
"
708,"('career-growth', 'startup', 'business-valuation')","Create Business & Startup
"
709,"('career-growth', 'startup', 'business-valuation')","Finance & Accounting
"
710,"('career-growth', 'startup', 'business-valuation')","Company’s Trade Registration 
"
711,"('career-growth', 'startup', 'business-valuation')","Marketing
"
712,"('career-growth', 'startup', 'business-valuation')","Branding
"
713,"('career-growth', 'startup', 'business-valuation')",Law
714,"('career-growth', 'financial-modeling', 'consulting')","Self Improvement
"
715,"('career-growth', 'financial-modeling', 'consulting')","Create Business & Startup
"
716,"('career-growth', 'financial-modeling', 'consulting')","Finance & Accounting
"
717,"('career-growth', 'financial-modeling', 'consulting')","Company’s Trade Registration 
"
718,"('career-growth', 'financial-modeling', 'consulting')","Marketing
"
719,"('career-growth', 'financial-modeling', 'consulting')","Branding
"
720,"('career-growth', 'financial-modeling', 'consulting')",Law
721,"('career-growth', 'financial-modeling', 'advising')","Self Improvement
"
722,"('career-growth', 'financial-modeling', 'advising')","Create Business & Startup
"
723,"('career-growth', 'financial-modeling', 'advising')","Finance & Accounting
"
724,"('career-growth', 'financial-modeling', 'advising')","Company’s Trade Registration 
"
725,"('career-growth', 'financial-modeling', 'advising')","Marketing
"
726,"('career-growth', 'financial-modeling', 'advising')","Branding
"
727,"('career-growth', 'financial-modeling', 'advising')",Law
728,"('career-growth', 'financial-modeling', 'startup')","Self Improvement
"
729,"('career-growth', 'financial-modeling', 'startup')","Create Business & Startup
"
730,"('career-growth', 'financial-modeling', 'startup')","Finance & Accounting
"
731,"('career-growth', 'financial-modeling', 'startup')","Company’s Trade Registration 
"
732,"('career-growth', 'financial-modeling', 'startup')","Marketing
"
733,"('career-growth', 'financial-modeling', 'startup')","Branding
"
734,"('career-growth', 'financial-modeling', 'startup')",Law
735,"('career-growth', 'financial-modeling', 'valuation')","Self Improvement
"
736,"('career-growth', 'financial-modeling', 'valuation')","Create Business & Startup
"
737,"('career-growth', 'financial-modeling', 'valuation')","Finance & Accounting
"
738,"('career-growth', 'financial-modeling', 'valuation')","Company’s Trade Registration 
"
739,"('career-growth', 'financial-modeling', 'valuation')","Marketing
"
740,"('career-growth', 'financial-modeling', 'valuation')","Branding
"
741,"('career-growth', 'financial-modeling', 'valuation')",Law
742,"('career-growth', 'financial-modeling', 'investment-banking')","Self Improvement
"
743,"('career-growth', 'financial-modeling', 'investment-banking')","Create Business & Startup
"
744,"('career-growth', 'financial-modeling', 'investment-banking')","Finance & Accounting
"
745,"('career-growth', 'financial-modeling', 'investment-banking')","Company’s Trade Registration 
"
746,"('career-growth', 'financial-modeling', 'investment-banking')","Marketing
"
747,"('career-growth', 'financial-modeling', 'investment-banking')","Branding
"
748,"('career-growth', 'financial-modeling', 'investment-banking')",Law
749,"('career-growth', 'financial-modeling', 'business-valuation')","Self Improvement
"
750,"('career-growth', 'financial-modeling', 'business-valuation')","Create Business & Startup
"
751,"('career-growth', 'financial-modeling', 'business-valuation')","Finance & Accounting
"
752,"('career-growth', 'financial-modeling', 'business-valuation')","Company’s Trade Registration 
"
753,"('career-growth', 'financial-modeling', 'business-valuation')","Marketing
"
754,"('career-growth', 'financial-modeling', 'business-valuation')","Branding
"
755,"('career-growth', 'financial-modeling', 'business-valuation')",Law
756,"('career-growth', 'valuation', 'consulting')","Self Improvement
"
757,"('career-growth', 'valuation', 'consulting')","Create Business & Startup
"
758,"('career-growth', 'valuation', 'consulting')","Finance & Accounting
"
759,"('career-growth', 'valuation', 'consulting')","Company’s Trade Registration 
"
760,"('career-growth', 'valuation', 'consulting')","Marketing
"
761,"('career-growth', 'valuation', 'consulting')","Branding
"
762,"('career-growth', 'valuation', 'consulting')",Law
763,"('career-growth', 'valuation', 'advising')","Self Improvement
"
764,"('career-growth', 'valuation', 'advising')","Create Business & Startup
"
765,"('career-growth', 'valuation', 'advising')","Finance & Accounting
"
766,"('career-growth', 'valuation', 'advising')","Company’s Trade Registration 
"
767,"('career-growth', 'valuation', 'advising')","Marketing
"
768,"('career-growth', 'valuation', 'advising')","Branding
"
769,"('career-growth', 'valuation', 'advising')",Law
770,"('career-growth', 'valuation', 'startup')","Self Improvement
"
771,"('career-growth', 'valuation', 'startup')","Create Business & Startup
"
772,"('career-growth', 'valuation', 'startup')","Finance & Accounting
"
773,"('career-growth', 'valuation', 'startup')","Company’s Trade Registration 
"
774,"('career-growth', 'valuation', 'startup')","Marketing
"
775,"('career-growth', 'valuation', 'startup')","Branding
"
776,"('career-growth', 'valuation', 'startup')",Law
777,"('career-growth', 'valuation', 'financial-modeling')","Self Improvement
"
778,"('career-growth', 'valuation', 'financial-modeling')","Create Business & Startup
"
779,"('career-growth', 'valuation', 'financial-modeling')","Finance & Accounting
"
780,"('career-growth', 'valuation', 'financial-modeling')","Company’s Trade Registration 
"
781,"('career-growth', 'valuation', 'financial-modeling')","Marketing
"
782,"('career-growth', 'valuation', 'financial-modeling')","Branding
"
783,"('career-growth', 'valuation', 'financial-modeling')",Law
784,"('career-growth', 'valuation', 'investment-banking')","Self Improvement
"
785,"('career-growth', 'valuation', 'investment-banking')","Create Business & Startup
"
786,"('career-growth', 'valuation', 'investment-banking')","Finance & Accounting
"
787,"('career-growth', 'valuation', 'investment-banking')","Company’s Trade Registration 
"
788,"('career-growth', 'valuation', 'investment-banking')","Marketing
"
789,"('career-growth', 'valuation', 'investment-banking')","Branding
"
790,"('career-growth', 'valuation', 'investment-banking')",Law
791,"('career-growth', 'valuation', 'business-valuation')","Self Improvement
"
792,"('career-growth', 'valuation', 'business-valuation')","Create Business & Startup
"
793,"('career-growth', 'valuation', 'business-valuation')","Finance & Accounting
"
794,"('career-growth', 'valuation', 'business-valuation')","Company’s Trade Registration 
"
795,"('career-growth', 'valuation', 'business-valuation')","Marketing
"
796,"('career-growth', 'valuation', 'business-valuation')","Branding
"
797,"('career-growth', 'valuation', 'business-valuation')",Law
798,"('career-growth', 'investment-banking', 'consulting')","Self Improvement
"
799,"('career-growth', 'investment-banking', 'consulting')","Create Business & Startup
"
800,"('career-growth', 'investment-banking', 'consulting')","Finance & Accounting
"
801,"('career-growth', 'investment-banking', 'consulting')","Company’s Trade Registration 
"
802,"('career-growth', 'investment-banking', 'consulting')","Marketing
"
803,"('career-growth', 'investment-banking', 'consulting')","Branding
"
804,"('career-growth', 'investment-banking', 'consulting')",Law
805,"('career-growth', 'investment-banking', 'advising')","Self Improvement
"
806,"('career-growth', 'investment-banking', 'advising')","Create Business & Startup
"
807,"('career-growth', 'investment-banking', 'advising')","Finance & Accounting
"
808,"('career-growth', 'investment-banking', 'advising')","Company’s Trade Registration 
"
809,"('career-growth', 'investment-banking', 'advising')","Marketing
"
810,"('career-growth', 'investment-banking', 'advising')","Branding
"
811,"('career-growth', 'investment-banking', 'advising')",Law
812,"('career-growth', 'investment-banking', 'startup')","Self Improvement
"
813,"('career-growth', 'investment-banking', 'startup')","Create Business & Startup
"
814,"('career-growth', 'investment-banking', 'startup')","Finance & Accounting
"
815,"('career-growth', 'investment-banking', 'startup')","Company’s Trade Registration 
"
816,"('career-growth', 'investment-banking', 'startup')","Marketing
"
817,"('career-growth', 'investment-banking', 'startup')","Branding
"
818,"('career-growth', 'investment-banking', 'startup')",Law
819,"('career-growth', 'investment-banking', 'financial-modeling')","Self Improvement
"
820,"('career-growth', 'investment-banking', 'financial-modeling')","Create Business & Startup
"
821,"('career-growth', 'investment-banking', 'financial-modeling')","Finance & Accounting
"
822,"('career-growth', 'investment-banking', 'financial-modeling')","Company’s Trade Registration 
"
823,"('career-growth', 'investment-banking', 'financial-modeling')","Marketing
"
824,"('career-growth', 'investment-banking', 'financial-modeling')","Branding
"
825,"('career-growth', 'investment-banking', 'financial-modeling')",Law
826,"('career-growth', 'investment-banking', 'valuation')","Self Improvement
"
827,"('career-growth', 'investment-banking', 'valuation')","Create Business & Startup
"
828,"('career-growth', 'investment-banking', 'valuation')","Finance & Accounting
"
829,"('career-growth', 'investment-banking', 'valuation')","Company’s Trade Registration 
"
830,"('career-growth', 'investment-banking', 'valuation')","Marketing
"
831,"('career-growth', 'investment-banking', 'valuation')","Branding
"
832,"('career-growth', 'investment-banking', 'valuation')",Law
833,"('career-growth', 'investment-banking', 'business-valuation')","Self Improvement
"
834,"('career-growth', 'investment-banking', 'business-valuation')","Create Business & Startup
"
835,"('career-growth', 'investment-banking', 'business-valuation')","Finance & Accounting
"
836,"('career-growth', 'investment-banking', 'business-valuation')","Company’s Trade Registration 
"
837,"('career-growth', 'investment-banking', 'business-valuation')","Marketing
"
838,"('career-growth', 'investment-banking', 'business-valuation')","Branding
"
839,"('career-growth', 'investment-banking', 'business-valuation')",Law
840,"('career-growth', 'business-valuation', 'consulting')","Self Improvement
"
841,"('career-growth', 'business-valuation', 'consulting')","Create Business & Startup
"
842,"('career-growth', 'business-valuation', 'consulting')","Finance & Accounting
"
843,"('career-growth', 'business-valuation', 'consulting')","Company’s Trade Registration 
"
844,"('career-growth', 'business-valuation', 'consulting')","Marketing
"
845,"('career-growth', 'business-valuation', 'consulting')","Branding
"
846,"('career-growth', 'business-valuation', 'consulting')",Law
847,"('career-growth', 'business-valuation', 'advising')","Self Improvement
"
848,"('career-growth', 'business-valuation', 'advising')","Create Business & Startup
"
849,"('career-growth', 'business-valuation', 'advising')","Finance & Accounting
"
850,"('career-growth', 'business-valuation', 'advising')","Company’s Trade Registration 
"
851,"('career-growth', 'business-valuation', 'advising')","Marketing
"
852,"('career-growth', 'business-valuation', 'advising')","Branding
"
853,"('career-growth', 'business-valuation', 'advising')",Law
854,"('career-growth', 'business-valuation', 'startup')","Self Improvement
"
855,"('career-growth', 'business-valuation', 'startup')","Create Business & Startup
"
856,"('career-growth', 'business-valuation', 'startup')","Finance & Accounting
"
857,"('career-growth', 'business-valuation', 'startup')","Company’s Trade Registration 
"
858,"('career-growth', 'business-valuation', 'startup')","Marketing
"
859,"('career-growth', 'business-valuation', 'startup')","Branding
"
860,"('career-growth', 'business-valuation', 'startup')",Law
861,"('career-growth', 'business-valuation', 'financial-modeling')","Self Improvement
"
862,"('career-growth', 'business-valuation', 'financial-modeling')","Create Business & Startup
"
863,"('career-growth', 'business-valuation', 'financial-modeling')","Finance & Accounting
"
864,"('career-growth', 'business-valuation', 'financial-modeling')","Company’s Trade Registration 
"
865,"('career-growth', 'business-valuation', 'financial-modeling')","Marketing
"
866,"('career-growth', 'business-valuation', 'financial-modeling')","Branding
"
867,"('career-growth', 'business-valuation', 'financial-modeling')",Law
868,"('career-growth', 'business-valuation', 'valuation')","Self Improvement
"
869,"('career-growth', 'business-valuation', 'valuation')","Create Business & Startup
"
870,"('career-growth', 'business-valuation', 'valuation')","Finance & Accounting
"
871,"('career-growth', 'business-valuation', 'valuation')","Company’s Trade Registration 
"
872,"('career-growth', 'business-valuation', 'valuation')","Marketing
"
873,"('career-growth', 'business-valuation', 'valuation')","Branding
"
874,"('career-growth', 'business-valuation', 'valuation')",Law
875,"('career-growth', 'business-valuation', 'investment-banking')","Self Improvement
"
876,"('career-growth', 'business-valuation', 'investment-banking')","Create Business & Startup
"
877,"('career-growth', 'business-valuation', 'investment-banking')","Finance & Accounting
"
878,"('career-growth', 'business-valuation', 'investment-banking')","Company’s Trade Registration 
"
879,"('career-growth', 'business-valuation', 'investment-banking')","Marketing
"
880,"('career-growth', 'business-valuation', 'investment-banking')","Branding
"
881,"('career-growth', 'business-valuation', 'investment-banking')",Law
882,"('startup', 'consulting', 'advising')","Self Improvement
"
883,"('startup', 'consulting', 'advising')","Create Business & Startup
"
884,"('startup', 'consulting', 'advising')","Finance & Accounting
"
885,"('startup', 'consulting', 'advising')","Company’s Trade Registration 
"
886,"('startup', 'consulting', 'advising')","Marketing
"
887,"('startup', 'consulting', 'advising')","Branding
"
888,"('startup', 'consulting', 'advising')",Law
889,"('startup', 'consulting', 'career-growth')","Self Improvement
"
890,"('startup', 'consulting', 'career-growth')","Create Business & Startup
"
891,"('startup', 'consulting', 'career-growth')","Finance & Accounting
"
892,"('startup', 'consulting', 'career-growth')","Company’s Trade Registration 
"
893,"('startup', 'consulting', 'career-growth')","Marketing
"
894,"('startup', 'consulting', 'career-growth')","Branding
"
895,"('startup', 'consulting', 'career-growth')",Law
896,"('startup', 'consulting', 'financial-modeling')","Self Improvement
"
897,"('startup', 'consulting', 'financial-modeling')","Create Business & Startup
"
898,"('startup', 'consulting', 'financial-modeling')","Finance & Accounting
"
899,"('startup', 'consulting', 'financial-modeling')","Company’s Trade Registration 
"
900,"('startup', 'consulting', 'financial-modeling')","Marketing
"
901,"('startup', 'consulting', 'financial-modeling')","Branding
"
902,"('startup', 'consulting', 'financial-modeling')",Law
903,"('startup', 'consulting', 'valuation')","Self Improvement
"
904,"('startup', 'consulting', 'valuation')","Create Business & Startup
"
905,"('startup', 'consulting', 'valuation')","Finance & Accounting
"
906,"('startup', 'consulting', 'valuation')","Company’s Trade Registration 
"
907,"('startup', 'consulting', 'valuation')","Marketing
"
908,"('startup', 'consulting', 'valuation')","Branding
"
909,"('startup', 'consulting', 'valuation')",Law
910,"('startup', 'consulting', 'investment-banking')","Self Improvement
"
911,"('startup', 'consulting', 'investment-banking')","Create Business & Startup
"
912,"('startup', 'consulting', 'investment-banking')","Finance & Accounting
"
913,"('startup', 'consulting', 'investment-banking')","Company’s Trade Registration 
"
914,"('startup', 'consulting', 'investment-banking')","Marketing
"
915,"('startup', 'consulting', 'investment-banking')","Branding
"
916,"('startup', 'consulting', 'investment-banking')",Law
917,"('startup', 'consulting', 'business-valuation')","Self Improvement
"
918,"('startup', 'consulting', 'business-valuation')","Create Business & Startup
"
919,"('startup', 'consulting', 'business-valuation')","Finance & Accounting
"
920,"('startup', 'consulting', 'business-valuation')","Company’s Trade Registration 
"
921,"('startup', 'consulting', 'business-valuation')","Marketing
"
922,"('startup', 'consulting', 'business-valuation')","Branding
"
923,"('startup', 'consulting', 'business-valuation')",Law
924,"('startup', 'advising', 'consulting')","Self Improvement
"
925,"('startup', 'advising', 'consulting')","Create Business & Startup
"
926,"('startup', 'advising', 'consulting')","Finance & Accounting
"
927,"('startup', 'advising', 'consulting')","Company’s Trade Registration 
"
928,"('startup', 'advising', 'consulting')","Marketing
"
929,"('startup', 'advising', 'consulting')","Branding
"
930,"('startup', 'advising', 'consulting')",Law
931,"('startup', 'advising', 'career-growth')","Self Improvement
"
932,"('startup', 'advising', 'career-growth')","Create Business & Startup
"
933,"('startup', 'advising', 'career-growth')","Finance & Accounting
"
934,"('startup', 'advising', 'career-growth')","Company’s Trade Registration 
"
935,"('startup', 'advising', 'career-growth')","Marketing
"
936,"('startup', 'advising', 'career-growth')","Branding
"
937,"('startup', 'advising', 'career-growth')",Law
938,"('startup', 'advising', 'financial-modeling')","Self Improvement
"
939,"('startup', 'advising', 'financial-modeling')","Create Business & Startup
"
940,"('startup', 'advising', 'financial-modeling')","Finance & Accounting
"
941,"('startup', 'advising', 'financial-modeling')","Company’s Trade Registration 
"
942,"('startup', 'advising', 'financial-modeling')","Marketing
"
943,"('startup', 'advising', 'financial-modeling')","Branding
"
944,"('startup', 'advising', 'financial-modeling')",Law
945,"('startup', 'advising', 'valuation')","Self Improvement
"
946,"('startup', 'advising', 'valuation')","Create Business & Startup
"
947,"('startup', 'advising', 'valuation')","Finance & Accounting
"
948,"('startup', 'advising', 'valuation')","Company’s Trade Registration 
"
949,"('startup', 'advising', 'valuation')","Marketing
"
950,"('startup', 'advising', 'valuation')","Branding
"
951,"('startup', 'advising', 'valuation')",Law
952,"('startup', 'advising', 'investment-banking')","Self Improvement
"
953,"('startup', 'advising', 'investment-banking')","Create Business & Startup
"
954,"('startup', 'advising', 'investment-banking')","Finance & Accounting
"
955,"('startup', 'advising', 'investment-banking')","Company’s Trade Registration 
"
956,"('startup', 'advising', 'investment-banking')","Marketing
"
957,"('startup', 'advising', 'investment-banking')","Branding
"
958,"('startup', 'advising', 'investment-banking')",Law
959,"('startup', 'advising', 'business-valuation')","Self Improvement
"
960,"('startup', 'advising', 'business-valuation')","Create Business & Startup
"
961,"('startup', 'advising', 'business-valuation')","Finance & Accounting
"
962,"('startup', 'advising', 'business-valuation')","Company’s Trade Registration 
"
963,"('startup', 'advising', 'business-valuation')","Marketing
"
964,"('startup', 'advising', 'business-valuation')","Branding
"
965,"('startup', 'advising', 'business-valuation')",Law
966,"('startup', 'career-growth', 'consulting')","Self Improvement
"
967,"('startup', 'career-growth', 'consulting')","Create Business & Startup
"
968,"('startup', 'career-growth', 'consulting')","Finance & Accounting
"
969,"('startup', 'career-growth', 'consulting')","Company’s Trade Registration 
"
970,"('startup', 'career-growth', 'consulting')","Marketing
"
971,"('startup', 'career-growth', 'consulting')","Branding
"
972,"('startup', 'career-growth', 'consulting')",Law
973,"('startup', 'career-growth', 'advising')","Self Improvement
"
974,"('startup', 'career-growth', 'advising')","Create Business & Startup
"
975,"('startup', 'career-growth', 'advising')","Finance & Accounting
"
976,"('startup', 'career-growth', 'advising')","Company’s Trade Registration 
"
977,"('startup', 'career-growth', 'advising')","Marketing
"
978,"('startup', 'career-growth', 'advising')","Branding
"
979,"('startup', 'career-growth', 'advising')",Law
980,"('startup', 'career-growth', 'financial-modeling')","Self Improvement
"
981,"('startup', 'career-growth', 'financial-modeling')","Create Business & Startup
"
982,"('startup', 'career-growth', 'financial-modeling')","Finance & Accounting
"
983,"('startup', 'career-growth', 'financial-modeling')","Company’s Trade Registration 
"
984,"('startup', 'career-growth', 'financial-modeling')","Marketing
"
985,"('startup', 'career-growth', 'financial-modeling')","Branding
"
986,"('startup', 'career-growth', 'financial-modeling')",Law
987,"('startup', 'career-growth', 'valuation')","Self Improvement
"
988,"('startup', 'career-growth', 'valuation')","Create Business & Startup
"
989,"('startup', 'career-growth', 'valuation')","Finance & Accounting
"
990,"('startup', 'career-growth', 'valuation')","Company’s Trade Registration 
"
991,"('startup', 'career-growth', 'valuation')","Marketing
"
992,"('startup', 'career-growth', 'valuation')","Branding
"
993,"('startup', 'career-growth', 'valuation')",Law
994,"('startup', 'career-growth', 'investment-banking')","Self Improvement
"
995,"('startup', 'career-growth', 'investment-banking')","Create Business & Startup
"
996,"('startup', 'career-growth', 'investment-banking')","Finance & Accounting
"
997,"('startup', 'career-growth', 'investment-banking')","Company’s Trade Registration 
"
998,"('startup', 'career-growth', 'investment-banking')","Marketing
"
999,"('startup', 'career-growth', 'investment-banking')","Branding
"
1000,"('startup', 'career-growth', 'investment-banking')",Law
1001,"('startup', 'career-growth', 'business-valuation')","Self Improvement
"
1002,"('startup', 'career-growth', 'business-valuation')","Create Business & Startup
"
1003,"('startup', 'career-growth', 'business-valuation')","Finance & Accounting
"
1004,"('startup', 'career-growth', 'business-valuation')","Company’s Trade Registration 
"
1005,"('startup', 'career-growth', 'business-valuation')","Marketing
"
1006,"('startup', 'career-growth', 'business-valuation')","Branding
"
1007,"('startup', 'career-growth', 'business-valuation')",Law
1008,"('startup', 'financial-modeling', 'consulting')","Self Improvement
"
1009,"('startup', 'financial-modeling', 'consulting')","Create Business & Startup
"
1010,"('startup', 'financial-modeling', 'consulting')","Finance & Accounting
"
1011,"('startup', 'financial-modeling', 'consulting')","Company’s Trade Registration 
"
1012,"('startup', 'financial-modeling', 'consulting')","Marketing
"
1013,"('startup', 'financial-modeling', 'consulting')","Branding
"
1014,"('startup', 'financial-modeling', 'consulting')",Law
1015,"('startup', 'financial-modeling', 'advising')","Self Improvement
"
1016,"('startup', 'financial-modeling', 'advising')","Create Business & Startup
"
1017,"('startup', 'financial-modeling', 'advising')","Finance & Accounting
"
1018,"('startup', 'financial-modeling', 'advising')","Company’s Trade Registration 
"
1019,"('startup', 'financial-modeling', 'advising')","Marketing
"
1020,"('startup', 'financial-modeling', 'advising')","Branding
"
1021,"('startup', 'financial-modeling', 'advising')",Law
1022,"('startup', 'financial-modeling', 'career-growth')","Self Improvement
"
1023,"('startup', 'financial-modeling', 'career-growth')","Create Business & Startup
"
1024,"('startup', 'financial-modeling', 'career-growth')","Finance & Accounting
"
1025,"('startup', 'financial-modeling', 'career-growth')","Company’s Trade Registration 
"
1026,"('startup', 'financial-modeling', 'career-growth')","Marketing
"
1027,"('startup', 'financial-modeling', 'career-growth')","Branding
"
1028,"('startup', 'financial-modeling', 'career-growth')",Law
1029,"('startup', 'financial-modeling', 'valuation')","Self Improvement
"
1030,"('startup', 'financial-modeling', 'valuation')","Create Business & Startup
"
1031,"('startup', 'financial-modeling', 'valuation')","Finance & Accounting
"
1032,"('startup', 'financial-modeling', 'valuation')","Company’s Trade Registration 
"
1033,"('startup', 'financial-modeling', 'valuation')","Marketing
"
1034,"('startup', 'financial-modeling', 'valuation')","Branding
"
1035,"('startup', 'financial-modeling', 'valuation')",Law
1036,"('startup', 'financial-modeling', 'investment-banking')","Self Improvement
"
1037,"('startup', 'financial-modeling', 'investment-banking')","Create Business & Startup
"
1038,"('startup', 'financial-modeling', 'investment-banking')","Finance & Accounting
"
1039,"('startup', 'financial-modeling', 'investment-banking')","Company’s Trade Registration 
"
1040,"('startup', 'financial-modeling', 'investment-banking')","Marketing
"
1041,"('startup', 'financial-modeling', 'investment-banking')","Branding
"
1042,"('startup', 'financial-modeling', 'investment-banking')",Law
1043,"('startup', 'financial-modeling', 'business-valuation')","Self Improvement
"
1044,"('startup', 'financial-modeling', 'business-valuation')","Create Business & Startup
"
1045,"('startup', 'financial-modeling', 'business-valuation')","Finance & Accounting
"
1046,"('startup', 'financial-modeling', 'business-valuation')","Company’s Trade Registration 
"
1047,"('startup', 'financial-modeling', 'business-valuation')","Marketing
"
1048,"('startup', 'financial-modeling', 'business-valuation')","Branding
"
1049,"('startup', 'financial-modeling', 'business-valuation')",Law
1050,"('startup', 'valuation', 'consulting')","Self Improvement
"
1051,"('startup', 'valuation', 'consulting')","Create Business & Startup
"
1052,"('startup', 'valuation', 'consulting')","Finance & Accounting
"
1053,"('startup', 'valuation', 'consulting')","Company’s Trade Registration 
"
